player,team,rating,season
Lionel Messi,Barcelona,8.48,17-18
Cristiano Ronaldo,Real Madrid,7.9,17-18
Yoel Rodríguez,Eibar,7.9,17-18
Toni Kroos,Real Madrid,7.73,17-18
Javier Mascherano,Barcelona,7.7,17-18
Iago Aspas,Celta Vigo,7.6,17-18
Jasper Cillessen,Barcelona,7.6,17-18
Dani Parejo,Valencia,7.59,17-18
Gareth Bale,Real Madrid,7.52,17-18
Luis Suárez,Barcelona,7.51,17-18
Antoine Griezmann,Atlético Madrid,7.49,17-18
Philippe Coutinho,Barcelona,7.47,17-18
Filipe Luís,Atlético Madrid,7.45,17-18
Iván López,Levante UD,7.4,17-18
Casemiro,Real Madrid,7.35,17-18
Marc Bartra,Real Betis,7.34,17-18
Luka Modrić,Real Madrid,7.34,17-18
Asier Illarramendi,Real Sociedad,7.33,17-18
Sergio Ramos,Real Madrid,7.3,17-18
Jonathan Viera,Las Palmas,7.3,17-18
Gerard Moreno,Espanyol,7.26,17-18
Alex Granell,Girona FC,7.24,17-18
Lucas Hernández,Atlético Madrid,7.23,17-18
Sergio Canales,Real Sociedad,7.22,17-18
Isco,Real Madrid,7.22,17-18
Iker Muniain,Athletic Club,7.21,17-18
Marco Asensio,Real Madrid,7.21,17-18
Aymeric Laporte,Athletic Club,7.21,17-18
Jordi Alba,Barcelona,7.2,17-18
João Cancelo,Valencia,7.2,17-18
Axel Werner,Atlético Madrid,7.2,17-18
Francis Uzoho,Deportivo La Coruña,7.2,17-18
Ivan Rakitić,Barcelona,7.2,17-18
Éver Banega,Sevilla,7.2,17-18
Sergio Busquets,Barcelona,7.19,17-18
Pedro León,Eibar,7.19,17-18
Dani Giménez,Real Betis,7.18,17-18
Gerard Piqué,Barcelona,7.17,17-18
Rodri,Villarreal,7.17,17-18
Daniel Carvajal,Real Madrid,7.16,17-18
Borja García,Girona FC,7.16,17-18
Joaquín,Real Betis,7.15,17-18
Samuel Umtiti,Barcelona,7.15,17-18
Yerry Mina,Barcelona,7.14,17-18
Saúl Ñíguez,Atlético Madrid,7.14,17-18
Geoffrey Kondogbia,Valencia,7.14,17-18
Koke,Atlético Madrid,7.14,17-18
Marcelo,Real Madrid,7.14,17-18
Willian José,Real Sociedad,7.13,17-18
Thomas Partey,Atlético Madrid,7.13,17-18
José Ángel,Eibar,7.13,17-18
Rodrigo,Valencia,7.13,17-18
Lucas Pérez,Deportivo La Coruña,7.13,17-18
Fabián Ruiz,Real Betis,7.13,17-18
Sergi Roberto,Barcelona,7.12,17-18
Mario Gaspar,Villarreal,7.11,17-18
Diego Godín,Atlético Madrid,7.1,17-18
Manu Trigueros,Villarreal,7.09,17-18
Jeison Murillo,Valencia,7.09,17-18
José Luis Gayà,Valencia,7.09,17-18
Munir El Haddadi,Deportivo Alavés,7.08,17-18
Jan Oblak,Atlético Madrid,7.08,17-18
Šime Vrsaljko,Atlético Madrid,7.08,17-18
Jaume Doménech,Valencia,7.08,17-18
Carlos Bacca,Villarreal,7.08,17-18
Unai Núñez,Athletic Club,7.06,17-18
Iván Ramis,Eibar,7.06,17-18
Andrés Guardado,Real Betis,7.06,17-18
Andrés Iniesta,Barcelona,7.06,17-18
Diego Rico,Leganés,7.06,17-18
José María Giménez,Atlético Madrid,7.06,17-18
Aritz Elustondo,Real Sociedad,7.05,17-18
Daniel Wass,Celta Vigo,7.05,17-18
Cristhian Stuani,Girona FC,7.05,17-18
Gonçalo Guedes,Valencia,7.04,17-18
Héctor Moreno,Real Sociedad,7.04,17-18
Marc-André ter Stegen,Barcelona,7.03,17-18
Junior Firpo,Real Betis,7.03,17-18
José Campaña,Levante UD,7.03,17-18
Karim Benzema,Real Madrid,7.03,17-18
Rubén Pérez,Leganés,7.02,17-18
Gabriel Paulista,Valencia,7.02,17-18
Djené,Getafe,7.02,17-18
Pione Sisto,Celta Vigo,7.01,17-18
Raúl García,Athletic Club,7.01,17-18
Roberto Rosales,Málaga,7.01,17-18
Maximiliano Gómez,Celta Vigo,7.01,17-18
Xabi Prieto,Real Sociedad,7.01,17-18
Cédric Bakambu,Villarreal,7.01,17-18
Mikel Oyarzabal,Real Sociedad,7.01,17-18
Ermedin Demirović,Deportivo Alavés,7.0,17-18
Juan Cruz,Málaga,7.0,17-18
Borja Lasso,Sevilla,7.0,17-18
Aythami Artiles,Las Palmas,7.0,17-18
Nicolás Pareja,Sevilla,7.0,17-18
Pablo Fornals,Villarreal,7.0,17-18
Anaitz Arbilla,Eibar,7.0,17-18
Sidnei,Deportivo La Coruña,7.0,17-18
Oghenekaro Etebo,Las Palmas,6.99,17-18
Diego Llorente,Real Sociedad,6.99,17-18
Raphaël Varane,Real Madrid,6.99,17-18
Aïssa Mandi,Real Betis,6.99,17-18
Stefan Savić,Atlético Madrid,6.99,17-18
Achraf Hakimi,Real Madrid,6.99,17-18
Martín Montoya,Valencia,6.99,17-18
Zouhair Feddal,Real Betis,6.99,17-18
Iñigo Martínez,Athletic Club,6.99,17-18
Hugo Mallo,Celta Vigo,6.99,17-18
Víctor Ruiz,Villarreal,6.99,17-18
Beñat Etxebarria,Athletic Club,6.98,17-18
Simon Kjær,Sevilla,6.97,17-18
Loren Morón,Real Betis,6.97,17-18
Nacho Fernández,Real Madrid,6.97,17-18
Vicente Guaita,Getafe,6.97,17-18
Lucas Vázquez,Real Madrid,6.97,17-18
Ganso,Sevilla,6.97,17-18
Alberto de la Bella,Real Sociedad,6.97,17-18
Jefferson Lerma,Levante UD,6.97,17-18
Fayçal Fajr,Getafe,6.97,17-18
Keylor Navas,Real Madrid,6.97,17-18
Raúl Navas,Real Sociedad,6.97,17-18
Alexander Szymanowski,Leganés,6.96,17-18
Marc Muniesa,Girona FC,6.96,17-18
Luisinho,Deportivo La Coruña,6.96,17-18
Víctor Laguardia,Deportivo Alavés,6.96,17-18
Carlos Vela,Real Sociedad,6.96,17-18
Santi Mina,Valencia,6.96,17-18
Samu Castillejo,Villarreal,6.96,17-18
Naldo,Espanyol,6.95,17-18
Enric Saborit,Athletic Club,6.95,17-18
Steven​ N'Zonzi,Sevilla,6.95,17-18
Sergio Escudero,Sevilla,6.95,17-18
Carlos Fernández,Sevilla,6.95,17-18
Iago Herrerín,Athletic Club,6.95,17-18
Gabriel Pires,Leganés,6.95,17-18
Gonzalo Castro,Málaga,6.95,17-18
Paulo Oliveira,Eibar,6.95,17-18
Ángel Rodríguez,Getafe,6.95,17-18
Lucas Digne,Barcelona,6.95,17-18
Leandro Chichizola,Las Palmas,6.94,17-18
Sergi Darder,Espanyol,6.94,17-18
Dimitrios Siovas,Leganés,6.94,17-18
David López,Espanyol,6.94,17-18
Adrián López,Deportivo La Coruña,6.94,17-18
Borja Mayoral,Real Madrid,6.94,17-18
Neto,Valencia,6.94,17-18
Joel Campbell,Real Betis,6.94,17-18
Federico Cartabia,Deportivo La Coruña,6.94,17-18
Raúl Fernández,Levante UD,6.94,17-18
Jesús Navas,Sevilla,6.94,17-18
Nolito,Sevilla,6.93,17-18
Clément Lenglet,Sevilla,6.93,17-18
David Lombán,Eibar,6.93,17-18
Charles Días,Eibar,6.93,17-18
Jesús Vallejo,Real Madrid,6.93,17-18
Ander Iturraspe,Athletic Club,6.93,17-18
Bernardo Espinosa,Girona FC,6.93,17-18
Martín Aguirregabiria,Deportivo Alavés,6.92,17-18
Ousmane Dembélé,Barcelona,6.92,17-18
Joseba Zaldúa,Leganés,6.92,17-18
Thomas Vermaelen,Barcelona,6.92,17-18
David Soria,Sevilla,6.92,17-18
Pau López,Espanyol,6.92,17-18
Cristian Tello,Real Betis,6.92,17-18
Juan Cala,Getafe,6.92,17-18
Oussama Tannane,Las Palmas,6.91,17-18
Pablo Hernández,Celta Vigo,6.91,17-18
Mateo Kovačić,Real Madrid,6.91,17-18
Rodrigo Ely,Deportivo Alavés,6.91,17-18
Paul Baysse,Málaga,6.91,17-18
Sergi Gómez,Celta Vigo,6.91,17-18
Raúl Carnero,Leganés,6.9,17-18
Víctor López,Deportivo Alavés,6.9,17-18
Walter Montoya,Sevilla,6.9,17-18
Asier Riesgo,Eibar,6.9,17-18
Sergi Samper,Las Palmas,6.9,17-18
Leandro Cabrera,Getafe,6.9,17-18
Antonio Sanabria,Real Betis,6.89,17-18
Álvaro González,Villarreal,6.89,17-18
Dani Ceballos,Real Madrid,6.89,17-18
Dani García,Eibar,6.89,17-18
Diego López,Espanyol,6.89,17-18
Rubén Duarte,Deportivo Alavés,6.89,17-18
Yeray Álvarez,Athletic Club,6.89,17-18
Recio,Málaga,6.89,17-18
Javi López,Espanyol,6.89,17-18
Aleix García,Girona FC,6.88,17-18
Nemanja Maksimović,Valencia,6.88,17-18
Ezequiel Garay,Valencia,6.88,17-18
Fernando Pacheco,Deportivo Alavés,6.88,17-18
Gabriel Mercado,Sevilla,6.88,17-18
Jaume Costa,Villarreal,6.88,17-18
Pablo Sarabia,Sevilla,6.88,17-18
Federico Ricca,Málaga,6.88,17-18
Dídac Vila,Espanyol,6.88,17-18
Gabi,Atlético Madrid,6.88,17-18
Unai Bustinza,Leganés,6.88,17-18
Guilherme,Deportivo La Coruña,6.87,17-18
Daniele Bonera,Villarreal,6.87,17-18
Bruno González,Getafe,6.87,17-18
Aritz Aduriz,Athletic Club,6.87,17-18
Guido Pizarro,Sevilla,6.87,17-18
Ximo Navarro,Las Palmas,6.87,17-18
Nicola Sansone,Villarreal,6.87,17-18
Jonny Otto,Celta Vigo,6.87,17-18
Francis Coquelin,Valencia,6.87,17-18
Sergio Asenjo,Villarreal,6.87,17-18
Paulinho,Barcelona,6.86,17-18
Kepa Arrizabalaga,Athletic Club,6.86,17-18
Paco Alcácer,Barcelona,6.86,17-18
Pedro Alcalá,Girona FC,6.86,17-18
Simone Zaza,Valencia,6.86,17-18
Celso Borges,Deportivo La Coruña,6.86,17-18
Sergi Enrich,Eibar,6.86,17-18
Enis Bardhi,Levante UD,6.86,17-18
Miguel Ángel Moyà,Real Sociedad,6.86,17-18
Ibai Gómez,Deportivo Alavés,6.85,17-18
Rúben Vezo,Valencia,6.85,17-18
Ryad Boudebouz,Real Betis,6.85,17-18
Alejandro Gálvez,Las Palmas,6.85,17-18
David Juncà,Eibar,6.85,17-18
Yannick Carrasco,Atlético Madrid,6.85,17-18
Adnan Januzaj,Real Sociedad,6.85,17-18
Juanfran,Deportivo La Coruña,6.85,17-18
Portu,Girona FC,6.84,17-18
Jonathan Calleri,Las Palmas,6.84,17-18
Juanpe,Girona FC,6.84,17-18
Nacho Vidal,Valencia,6.84,17-18
Loïc Rémy,Getafe,6.84,17-18
Mariano Barbosa,Villarreal,6.84,17-18
Ezequiel Muñoz,Leganés,6.84,17-18
Stanislav Lobotka,Celta Vigo,6.84,17-18
Juanfran,Atlético Madrid,6.84,17-18
Joan Jordán,Eibar,6.83,17-18
Diego Costa,Atlético Madrid,6.83,17-18
Kévin Rodrigues,Real Sociedad,6.83,17-18
Alen Halilović,Las Palmas,6.83,17-18
Emre Mor,Celta Vigo,6.83,17-18
Igor Zubeldia,Real Sociedad,6.83,17-18
Denis Suárez,Barcelona,6.83,17-18
Óscar de Marcos,Athletic Club,6.82,17-18
Pablo Piatti,Espanyol,6.82,17-18
Guillermo Maripán,Deportivo Alavés,6.82,17-18
Pablo Maffeo,Girona FC,6.82,17-18
Emmanuel Boateng,Levante UD,6.82,17-18
Fabian Schär,Deportivo La Coruña,6.82,17-18
Gerard Deulofeu,Barcelona,6.82,17-18
Emiliano Martínez,Getafe,6.82,17-18
Kike García,Eibar,6.82,17-18
Martín Mantovani,Leganés,6.82,17-18
Javi Castellano,Las Palmas,6.81,17-18
Miguel Torres,Málaga,6.81,17-18
Iñaki Williams,Athletic Club,6.81,17-18
Víctor Sánchez,Espanyol,6.81,17-18
Aarón Martín,Espanyol,6.81,17-18
Iván Cuéllar,Leganés,6.81,17-18
Michael Olunga,Girona FC,6.81,17-18
Miguel Layún,Sevilla,6.81,17-18
David Timor,Girona FC,6.81,17-18
José Luis Morales,Levante UD,6.81,17-18
Markel Bergara,Getafe,6.81,17-18
Manu García,Deportivo Alavés,6.8,17-18
Léo Baptistão,Espanyol,6.8,17-18
Gonzalo Escalante,Eibar,6.8,17-18
Antonio Barragán,Real Betis,6.8,17-18
Bebé,Eibar,6.8,17-18
Isaac Success,Málaga,6.8,17-18
Álex Robles,Málaga,6.8,17-18
Emanuel Cecchini,Málaga,6.8,17-18
Andrés Fernández,Villarreal,6.8,17-18
Marcos Llorente,Real Madrid,6.8,17-18
Facundo Roncaglia,Celta Vigo,6.8,17-18
Markel Susaeta,Athletic Club,6.8,17-18
Tomás Pina,Deportivo Alavés,6.8,17-18
Sergio Postigo,Levante UD,6.8,17-18
Esteban Granero,Espanyol,6.8,17-18
Alberto Aquilani,Las Palmas,6.8,17-18
Roberto Jiménez,Málaga,6.79,17-18
Johannes Geis,Sevilla,6.79,17-18
Luis Hernández,Málaga,6.79,17-18
Emre Çolak,Deportivo La Coruña,6.79,17-18
Damián Suárez,Getafe,6.79,17-18
Sergio García,Espanyol,6.79,17-18
Marc Roca,Espanyol,6.79,17-18
Bono,Girona FC,6.79,17-18
Roque Mesa,Sevilla,6.79,17-18
Lionel Carole,Sevilla,6.78,17-18
Álvaro Medrán,Deportivo Alavés,6.78,17-18
David García,Las Palmas,6.78,17-18
Miguel Ángel Guerrero,Leganés,6.78,17-18
Mauricio Lemos,Las Palmas,6.78,17-18
Rubén Rochina,Levante UD,6.78,17-18
Xabier Etxeita,Athletic Club,6.78,17-18
Sergio León,Real Betis,6.78,17-18
Mikel Rico,Athletic Club,6.78,17-18
Fernando Torres,Atlético Madrid,6.77,17-18
Juan Narváez,Real Betis,6.77,17-18
Rubén Peña,Eibar,6.77,17-18
Wissam Ben Yedder,Sevilla,6.77,17-18
Jorge Molina,Getafe,6.77,17-18
Mikel Balenziaga,Athletic Club,6.77,17-18
Antonio Adán,Real Betis,6.77,17-18
Daniel Carriço,Sevilla,6.77,17-18
Íñigo Lekue,Athletic Club,6.77,17-18
Roger Martí,Levante UD,6.76,17-18
Mubarak Wakaso,Deportivo Alavés,6.76,17-18
Dani Raba,Villarreal,6.76,17-18
Toni Lato,Valencia,6.76,17-18
Rubén Sobrino,Deportivo Alavés,6.76,17-18
Jozabed Sánchez,Celta Vigo,6.76,17-18
Vitorino Antunes,Getafe,6.76,17-18
Anthony Lozano,Girona FC,6.76,17-18
Michel Macedo,Las Palmas,6.76,17-18
Gustavo Cabral,Celta Vigo,6.76,17-18
Nélson Semedo,Barcelona,6.75,17-18
Enes Ünal,Villarreal,6.75,17-18
Juanmi,Real Sociedad,6.75,17-18
Francis Guerrero,Real Betis,6.75,17-18
Sergio Araujo,Las Palmas,6.75,17-18
Sergio Sánchez,Espanyol,6.75,17-18
John Guidetti,Deportivo Alavés,6.75,17-18
Coke,Levante UD,6.75,17-18
Pedro Bigas,Las Palmas,6.75,17-18
Dani Pacheco,Getafe,6.74,17-18
Kévin Gameiro,Atlético Madrid,6.74,17-18
Ander Capa,Eibar,6.74,17-18
Aday Benítez,Girona FC,6.74,17-18
Franco Vázquez,Sevilla,6.74,17-18
Iván Alejo,Eibar,6.74,17-18
Erick Cabaco,Levante UD,6.74,17-18
Vitolo,Atlético Madrid,6.73,17-18
Momo,Las Palmas,6.73,17-18
Brais Méndez,Celta Vigo,6.73,17-18
Theo Hernández,Real Madrid,6.73,17-18
Juankar,Málaga,6.73,17-18
Roger Martínez,Villarreal,6.73,17-18
Jordi Amat,Real Betis,6.73,17-18
Oier Olazábal,Levante UD,6.73,17-18
Burgui,Deportivo Alavés,6.73,17-18
Róber Pier,Levante UD,6.72,17-18
Sandro Ramírez,Sevilla,6.72,17-18
Adalberto Peñaranda,Málaga,6.72,17-18
Mauro Dos Santos,Leganés,6.72,17-18
Jonas Ramalho,Girona FC,6.72,17-18
Carles Planas,Girona FC,6.72,17-18
Rubén Blanco,Celta Vigo,6.72,17-18
Antonio Rukavina,Villarreal,6.72,17-18
Antonio Luna,Levante UD,6.72,17-18
Chema,Levante UD,6.72,17-18
Gabriel Peñalba,Las Palmas,6.71,17-18
Sulley Muntari,Deportivo La Coruña,6.71,17-18
Gorka Iraizoz,Girona FC,6.71,17-18
Carlos Soler,Valencia,6.71,17-18
Víctor Camarasa,Real Betis,6.71,17-18
Sébastien Corchia,Sevilla,6.71,17-18
Toño,Levante UD,6.71,17-18
Borja Valle,Deportivo La Coruña,6.71,17-18
Ángel Correa,Atlético Madrid,6.71,17-18
Youssef En-Nesyri,Málaga,6.7,17-18
David Zurutuza,Real Sociedad,6.7,17-18
Javi García,Real Betis,6.7,17-18
Joaquín Correa,Sevilla,6.7,17-18
Mathías Olivera,Getafe,6.7,17-18
Pedro Mosquera,Deportivo La Coruña,6.7,17-18
Carles Gil,Deportivo La Coruña,6.7,17-18
Antonio Sivera,Deportivo Alavés,6.7,17-18
Ivan Rodríguez,Málaga,6.7,17-18
Héctor Hernández,Deportivo Alavés,6.7,17-18
Carlos Calderón,Getafe,6.7,17-18
Enzo Zidane,Deportivo Alavés,6.7,17-18
Alfred N'Diaye,Villarreal,6.7,17-18
Nicolás Gaitán,Atlético Madrid,6.7,17-18
Alin Toșca,Real Betis,6.7,17-18
Cristian Rivera,Eibar,6.7,17-18
Ivi López,Levante UD,6.7,17-18
Riza Durmisi,Real Betis,6.7,17-18
Sergio Álvarez,Celta Vigo,6.69,17-18
Alexis Ruano,Deportivo Alavés,6.69,17-18
Carlos Sánchez,Espanyol,6.69,17-18
Diego Rolán,Málaga,6.69,17-18
Mikel San José,Athletic Club,6.69,17-18
Luciano Vietto,Valencia,6.69,17-18
Raúl Albentosa,Deportivo La Coruña,6.69,17-18
Ignasi Miquel,Málaga,6.69,17-18
Michael Krohn-Dehli,Deportivo La Coruña,6.68,17-18
Costel Pantilimon,Deportivo La Coruña,6.68,17-18
Sergio Rico,Sevilla,6.68,17-18
Johan Mojica,Girona FC,6.68,17-18
Mario Hermoso,Espanyol,6.68,17-18
Óscar Duarte,Espanyol,6.68,17-18
Pedro López,Levante UD,6.68,17-18
Kiko Casilla,Real Madrid,6.68,17-18
Adrián González,Málaga,6.68,17-18
Augusto Fernández,Atlético Madrid,6.68,17-18
Tana,Las Palmas,6.67,17-18
Marko Dmitrović,Eibar,6.67,17-18
Denis Cheryshev,Villarreal,6.67,17-18
Luis Muriel,Sevilla,6.67,17-18
Diego González,Málaga,6.67,17-18
Andreu Fontàs,Celta Vigo,6.67,17-18
Rafa Navarro,Real Betis,6.67,17-18
Fernando Navarro,Deportivo La Coruña,6.67,17-18
Manuel Iturra,Málaga,6.67,17-18
David Simón,Las Palmas,6.66,17-18
Aleix Vidal,Barcelona,6.66,17-18
Darko Brašanac,Leganés,6.66,17-18
Andreas Pereira,Valencia,6.66,17-18
Mehdi Lacen,Málaga,6.66,17-18
Dani Castellano,Las Palmas,6.65,17-18
Matías Aguirregaray,Las Palmas,6.65,17-18
Daniel Torres,Deportivo Alavés,6.65,17-18
Eneko Bóveda,Deportivo La Coruña,6.65,17-18
Mujaid Sadick,Deportivo La Coruña,6.65,17-18
El Hacen,Levante UD,6.65,17-18
Papakouli Diop,Eibar,6.65,17-18
Bojan Krkic,Deportivo Alavés,6.65,17-18
Federico Valverde,Deportivo La Coruña,6.64,17-18
Alfonso Pedraza,Deportivo Alavés,6.64,17-18
Takashi Inui,Eibar,6.64,17-18
Guilherme Arana,Sevilla,6.63,17-18
Chuca,Villarreal,6.63,17-18
José Jurado,Espanyol,6.63,17-18
Javier Eraso,Leganés,6.63,17-18
Roberto Soriano,Villarreal,6.63,17-18
Mauro Arambarri,Getafe,6.62,17-18
Álvaro Odriozola,Real Sociedad,6.62,17-18
Saša Lukić,Levante UD,6.62,17-18
Jason,Levante UD,6.62,17-18
Hernán,Las Palmas,6.62,17-18
José Naranjo,Leganés,6.62,17-18
Gerónimo Rulli,Real Sociedad,6.62,17-18
Claudio Beauvue,Leganés,6.61,17-18
Gerard Gumbau,Leganés,6.61,17-18
Mikel Vesga,Athletic Club,6.61,17-18
Raúl Lizoain,Las Palmas,6.61,17-18
Olarenwaju Kayode,Girona FC,6.61,17-18
Javi Fuego,Villarreal,6.61,17-18
Óscar Melendo,Espanyol,6.61,17-18
Erik Expósito,Las Palmas,6.6,17-18
Jon Bautista,Real Sociedad,6.6,17-18
Maxime Lestienne,Málaga,6.6,17-18
Ferran Torres,Valencia,6.6,17-18
Omar Ramos,Leganés,6.6,17-18
José Manuel Arnáiz,Barcelona,6.6,17-18
Leonardo Suárez,Villarreal,6.6,17-18
Aly Abeid,Levante UD,6.6,17-18
Carlos Isaac,Atlético Madrid,6.6,17-18
David Alba,Getafe,6.6,17-18
Alberto López,Málaga,6.6,17-18
Sergio Arribas,Leganés,6.6,17-18
Alberto Redondo,Getafe,6.6,17-18
Marlos Moreno,Girona FC,6.6,17-18
Óscar Romero,Deportivo Alavés,6.6,17-18
Matías Nahuel,Real Betis,6.6,17-18
Nemanja Radoja,Celta Vigo,6.6,17-18
Gaku Shibasaki,Getafe,6.6,17-18
Rubén Castro,Real Betis,6.59,17-18
Christian Robert Santos,Deportivo Alavés,6.59,17-18
Francisco Portillo,Getafe,6.59,17-18
Keko,Málaga,6.59,17-18
Marc Navarro,Espanyol,6.58,17-18
Nano Mesa,Levante UD,6.58,17-18
Pere Pons,Girona FC,6.58,17-18
Nacho Gil,Las Palmas,6.58,17-18
Benito Ramírez,Las Palmas,6.58,17-18
Mathieu Flamini,Getafe,6.58,17-18
Douglas Luiz,Girona FC,6.58,17-18
Esteban Rolón,Málaga,6.57,17-18
Álex Alegría,Levante UD,6.57,17-18
Nabil El Zhar,Leganés,6.56,17-18
Javier Ontiveros,Málaga,6.56,17-18
Cheick Doukouré,Levante UD,6.56,17-18
Sabin Merino,Athletic Club,6.56,17-18
Borja Bastón,Málaga,6.56,17-18
Rubén Pardo,Real Sociedad,6.55,17-18
Andoni Gorosabel,Real Sociedad,6.55,17-18
Mario González,Villarreal,6.55,17-18
Róbert Mazáň,Celta Vigo,6.55,17-18
Armando Sadiku,Levante UD,6.55,17-18
Sergio Mora,Getafe,6.55,17-18
Florin Andone,Deportivo La Coruña,6.55,17-18
Álvaro Jiménez,Getafe,6.55,17-18
Alberto Bueno Calvo,Málaga,6.55,17-18
Iñigo Cordoba,Athletic Club,6.54,17-18
Zakaria Bakkali,Deportivo La Coruña,6.54,17-18
Imanol Agirretxe,Real Sociedad,6.54,17-18
Hernán Toledo,Las Palmas,6.53,17-18
Merveil Ndockyt,Getafe,6.53,17-18
Shaq Moore,Levante UD,6.53,17-18
Rubén Martínez,Deportivo La Coruña,6.53,17-18
Brown Ideye,Málaga,6.53,17-18
Lucas Boyé,Celta Vigo,6.53,17-18
Francisco Molinero,Getafe,6.52,17-18
Nordin Amrabat,Leganés,6.51,17-18
Vicente Gómez,Las Palmas,6.51,17-18
Fabián Orellana,Eibar,6.5,17-18
Miguel Rubio,Getafe,6.5,17-18
Fabio González,Las Palmas,6.5,17-18
José Lara,Sevilla,6.5,17-18
Koke,Levante UD,6.5,17-18
Diego Barri,Getafe,6.5,17-18
Eloi Amagat,Girona FC,6.5,17-18
Ager Aketxe,Athletic Club,6.5,17-18
Imanol Sarriegi,Eibar,6.5,17-18
Tito,Leganés,6.49,17-18
Giampaolo Pazzini,Levante UD,6.49,17-18
Pedro López,Real Betis,6.48,17-18
Juanpi Añor,Málaga,6.48,17-18
Jon Guridi,Real Sociedad,6.48,17-18
Álex Mula,Málaga,6.47,17-18
Amath Ndiaye,Getafe,6.47,17-18
André Gomes,Barcelona,6.47,17-18
Jefferson Montero,Getafe,6.47,17-18
Adrián Diéguez,Deportivo Alavés,6.47,17-18
Imoh Ezekiel,Las Palmas,6.47,17-18
Carlos Vigaray,Deportivo Alavés,6.46,17-18
Hernán Pérez,Deportivo Alavés,6.45,17-18
Edu Expósito,Deportivo La Coruña,6.43,17-18
Jairo Samperio,Las Palmas,6.42,17-18
Zdravko Kuzmanović,Málaga,6.41,17-18
Jon Ander Serantes,Leganés,6.4,17-18
Pau Torres,Villarreal,6.4,17-18
Aitor Ruibal,Real Betis,6.4,17-18
Kévin Soni,Girona FC,6.4,17-18
Jaime Sierra,Leganés,6.4,17-18
Aleksandar Katai,Deportivo Alavés,6.4,17-18
Jony,Málaga,6.4,17-18
Bruno Gama,Deportivo La Coruña,6.4,17-18
Erik Morán,Leganés,6.4,17-18
Samu García,Málaga,6.37,17-18
Fahad Al-Muwallad,Levante UD,6.35,17-18
Rúben Semedo,Villarreal,6.33,17-18
Ramiro Guerra,Villarreal,6.33,17-18
Salem Al-Dawsari,Villarreal,6.3,17-18
Luca Zidane,Real Madrid,6.3,17-18
Andoni López,Athletic Club,6.3,17-18
Álex Mozo,Leganés,6.3,17-18
Hugo Duro,Getafe,6.3,17-18
Andrew Hjulsager,Celta Vigo,6.3,17-18
Julio Gracia,Real Betis,6.3,17-18
Gerard Valentín,Deportivo La Coruña,6.3,17-18
Andrés Prieto,Málaga,6.3,17-18
Alejandro Arribas,Deportivo La Coruña,6.23,17-18
Toño Ramírez,Real Sociedad,6.18,17-18
Adrián Marín,Villarreal,6.17,17-18
Borja Herrera,Las Palmas,6.13,17-18
Przemysław Tytoń,Deportivo La Coruña,6.05,17-18
Nereo Champagne,Leganés,6.05,17-18
Arona Sané,Atlético Madrid,6.0,17-18
Miguel Cifuentes,Málaga,5.95,17-18
Aldo One Esteve,Deportivo La Coruña,5.7,17-18
Maksym Koval,Deportivo La Coruña,5.55,17-18
Toni Moya,Atlético Madrid,0.0,17-18
Darío Poveda,Villarreal,0.0,17-18
Francesc Regis,Eibar,0.0,17-18
Dani Molina,Celta Vigo,0.0,17-18
Carlos Martínez,Real Sociedad,0.0,17-18
Lionel Messi,Barcelona,8.43,18-19
Iago Aspas,Celta Vigo,7.63,18-19
Dani Parejo,Valencia,7.52,18-19
Toni Kroos,Real Madrid,7.43,18-19
Álex Sola,Real Sociedad,7.4,18-19
Antoine Griezmann,Atlético Madrid,7.38,18-19
Karim Benzema,Real Madrid,7.38,18-19
Jaume Doménech,Valencia,7.38,18-19
Luis Suárez,Barcelona,7.34,18-19
Sergio Camello,Atlético Madrid,7.3,18-19
Koke,Levante UD,7.3,18-19
Pablo Sarabia,Sevilla,7.28,18-19
Sergio Ramos,Real Madrid,7.26,18-19
Santi Cazorla,Villarreal,7.25,18-19
Ousmane Dembélé,Barcelona,7.24,18-19
Gerard Piqué,Barcelona,7.24,18-19
Joan Jordán,Eibar,7.21,18-19
Carlos Isaac,Atlético Madrid,7.2,18-19
Wissam Ben Yedder,Sevilla,7.2,18-19
Jesús Navas,Sevilla,7.18,18-19
Cristhian Stuani,Girona FC,7.18,18-19
Sergio Canales,Real Betis,7.18,18-19
Koke,Atlético Madrid,7.18,18-19
Ivan Rakitić,Barcelona,7.17,18-19
Rodri,Atlético Madrid,7.16,18-19
Gorka Iraizoz,Girona FC,7.16,18-19
Juan Soriano,Sevilla,7.15,18-19
Giovani Lo Celso,Real Betis,7.13,18-19
José María Giménez,Atlético Madrid,7.13,18-19
Guillermo Maripán,Deportivo Alavés,7.13,18-19
Luka Modrić,Real Madrid,7.11,18-19
Éver Banega,Sevilla,7.11,18-19
Andrés Solano,Atlético Madrid,7.1,18-19
Joaquín,Real Betis,7.09,18-19
Lucas Hernández,Atlético Madrid,7.09,18-19
Daniel Carvajal,Real Madrid,7.09,18-19
Jorge Molina,Getafe,7.08,18-19
José Campaña,Levante UD,7.08,18-19
José Ángel,Eibar,7.08,18-19
Casemiro,Real Madrid,7.08,18-19
Jan Oblak,Atlético Madrid,7.07,18-19
Unai Núñez,Athletic Club,7.07,18-19
Mario Hermoso,Espanyol,7.06,18-19
Jordi Alba,Barcelona,7.06,18-19
