player,team,rating,season
Xavier Chavalerin,Stade de Reims,6.97,20-21
Hassane Kamara,Nice,6.97,20-21
Florian Sotoca,RC Lens,6.97,20-21
Maxwel Cornet,Olympique Lyonnais,6.97,20-21
Romain Perraud,Stade Brestois,6.96,20-21
Romain Thomas,Angers,6.96,20-21
Jason Denayer,Olympique Lyonnais,6.96,20-21
Jonathan Gradit,RC Lens,6.96,20-21
Sofiane Diop,AS Monaco,6.96,20-21
Julian Draxler,Paris Saint-Germain,6.96,20-21
Boulaye Dia,Stade de Reims,6.96,20-21
Kenny Lala,RC Strasbourg,6.96,20-21
Alessandro Florenzi,Paris Saint-Germain,6.96,20-21
Adil Aouchiche,Saint-Étienne,6.96,20-21
Alexis Claude-Maurice,Nice,6.95,20-21
Niclas Eliasson,Nîmes Olympique,6.95,20-21
Loïc Badé,RC Lens,6.95,20-21
Bruno Ecuele Manga,Dijon,6.95,20-21
Rony Lopes,Nice,6.95,20-21
Abdou Diallo,Paris Saint-Germain,6.94,20-21
Jonathan Bamba,Lille,6.94,20-21
Etienne Green,Saint-Étienne,6.94,20-21
Mauro Icardi,Paris Saint-Germain,6.94,20-21
Boubakary Soumaré,Lille,6.94,20-21
Jonathan David,Lille,6.94,20-21
Sébastien Corchia,Nantes,6.94,20-21
Predrag Rajković,Stade de Reims,6.94,20-21
Harold Moukoudi,Saint-Étienne,6.93,20-21
Birger Meling,Nîmes Olympique,6.93,20-21
Ludovic Blas,Nantes,6.93,20-21
Pierre Lees Melou,Nice,6.93,20-21
Sergio Rico,Paris Saint-Germain,6.93,20-21
Valon Berisha,Stade de Reims,6.93,20-21
Yacine Adli,Bordeaux,6.93,20-21
Walter Benítez,Nice,6.92,20-21
Duje Ćaleta-Car,Olympique de Marseille,6.92,20-21
Ibrahima Diallo,Stade Brestois,6.92,20-21
Caio Henrique,AS Monaco,6.92,20-21
Moise Kean,Paris Saint-Germain,6.92,20-21
Otávio,Bordeaux,6.92,20-21
Randal Kolo Muani,Nantes,6.92,20-21
Mitchel Bakker,Paris Saint-Germain,6.92,20-21
Benoît Badiashile,AS Monaco,6.91,20-21
Yassine Benzia,Dijon,6.91,20-21
Presnel Kimpembe,Paris Saint-Germain,6.91,20-21
Yoane Wissa,Lorient,6.91,20-21
Hatem Ben Arfa,Bordeaux,6.91,20-21
Yvan Neyou,Saint-Étienne,6.91,20-21
Rémi Oudin,Bordeaux,6.91,20-21
Álvaro González,Olympique de Marseille,6.9,20-21
Renato Sanches,Lille,6.9,20-21
Yvann Maçon,Saint-Étienne,6.9,20-21
Thiago Mendes,Olympique Lyonnais,6.9,20-21
Erwan Belhadji,Dijon,6.9,20-21
Yehvann Diouf,Stade de Reims,6.9,20-21
Adama Soumaoro,Lille,6.9,20-21
Romain Salin,Stade Rennais,6.9,20-21
Alexandre Oukidja,Metz,6.9,20-21
Morgan Schneiderlin,Nice,6.9,20-21
Habib Maïga,Metz,6.89,20-21
Wout Faes,Stade de Reims,6.89,20-21
John Boye,Metz,6.89,20-21
Baptiste Reynet,Nîmes Olympique,6.89,20-21
Youssouf Fofana,AS Monaco,6.89,20-21
Ryad Boudebouz,Saint-Étienne,6.89,20-21
Laurent Abergel,Lorient,6.88,20-21
Steven Fortes,RC Lens,6.88,20-21
Steven​ N'Zonzi,Stade Rennais,6.88,20-21
Yunis Abdelhamid,Stade de Reims,6.88,20-21
Nathanaël Mbuku,Stade de Reims,6.88,20-21
Jeff Reine-Adélaïde,Nice,6.88,20-21
Mohamed Simakan,RC Strasbourg,6.88,20-21
Pablo Sarabia,Paris Saint-Germain,6.88,20-21
Houssem Aouar,Olympique Lyonnais,6.88,20-21
Kalifa Coulibaly,Nantes,6.88,20-21
Dion Moise Sahi,RC Strasbourg,6.88,20-21
Gabriel Silva,Saint-Étienne,6.88,20-21
Christophe Herelle,Stade Brestois,6.88,20-21
Alfred Gomis,Stade Rennais,6.87,20-21
Gelson Martins,AS Monaco,6.87,20-21
Julien Laporte,Lorient,6.87,20-21
Pablo Martinez,Nîmes Olympique,6.87,20-21
Antonin Bobichon,Angers,6.87,20-21
Trevoh Chalobah,Lorient,6.87,20-21
Gaëtan Charbonnier,Stade Brestois,6.87,20-21
Daniel Congré,Montpellier,6.86,20-21
Jean-Clair Todibo,Nice,6.86,20-21
Flavien Tait,Stade Rennais,6.86,20-21
Moreto Cassama,Stade de Reims,6.86,20-21
Luiz Araújo,Lille,6.86,20-21
Sinaly Diomandé,Olympique Lyonnais,6.86,20-21
Xeka,Lille,6.85,20-21
Ignatius Ganago,RC Lens,6.85,20-21
Anthony Lopes,Olympique Lyonnais,6.85,20-21
Mathieu Cafaro,Stade de Reims,6.85,20-21
Anthony Caci,RC Strasbourg,6.85,20-21
Hiroki Sakai,Olympique de Marseille,6.84,20-21
Layvin Kurzawa,Paris Saint-Germain,6.84,20-21
Jean-Eudes Aholou,RC Strasbourg,6.84,20-21
Mehdi Abeid,Nantes,6.84,20-21
Miguel Trauco,Saint-Étienne,6.84,20-21
Marshall Munetsi,Stade de Reims,6.83,20-21
Alban Lafont,Nantes,6.83,20-21
Terem Moffi,Lorient,6.83,20-21
Domagoj Bradarić,Lille,6.83,20-21
Lucas Perrin,Olympique de Marseille,6.83,20-21
Gerzino Nyamsi,Stade Rennais,6.82,20-21
Jonathan Panzo,Dijon,6.82,20-21
Thomas Foket,Stade de Reims,6.82,20-21
Romain Hamouma,Saint-Étienne,6.82,20-21
Hugo Magnetti,Stade Brestois,6.82,20-21
Andreaw Gravillon,Lorient,6.82,20-21
Benoît Costil,Bordeaux,6.82,20-21
Enzo Le Fée,Lorient,6.82,20-21
Luís Henrique,Olympique de Marseille,6.82,20-21
Arnaud Nordin,Saint-Étienne,6.82,20-21
Anthony Briançon,Nîmes Olympique,6.81,20-21
Brandon Soppy,Stade Rennais,6.81,20-21
Adrien Truffert,Stade Rennais,6.81,20-21
Jean-Ricner Bellegarde,RC Strasbourg,6.81,20-21
Nicolas Pallois,Nantes,6.81,20-21
Abdoulaye Touré,Nantes,6.8,20-21
Stevan Jovetić,AS Monaco,6.8,20-21
Facundo Medina,RC Lens,6.8,20-21
Sékou Mara,Bordeaux,6.8,20-21
Boubacar Traoré,Metz,6.8,20-21
Romain Del Castillo,Stade Rennais,6.8,20-21
Daniele Rugani,Stade Rennais,6.8,20-21
Franklin Wadja,Lorient,6.8,20-21
Djamel Benlamri,Olympique Lyonnais,6.8,20-21
Eiji Kawashima,RC Strasbourg,6.8,20-21
Wahbi Khazri,Saint-Étienne,6.8,20-21
Paul Lasne,Stade Brestois,6.8,20-21
Junior Sambia,Montpellier,6.79,20-21
Enock Kwateng,Bordeaux,6.79,20-21
Imrân Louza,Nantes,6.79,20-21
Kelyan Guessoum,Nîmes Olympique,6.79,20-21
Ronaël Pierre-Gabriel,Stade Brestois,6.79,20-21
Habib Diallo,RC Strasbourg,6.79,20-21
Seko Fofana,RC Lens,6.79,20-21
Sidy Sarr,Nîmes Olympique,6.79,20-21
Clément Michelin,RC Lens,6.79,20-21
Ismaël Traoré,Angers,6.79,20-21
Andrei Girotto,Nantes,6.79,20-21
Saîf-Eddine Khaoui,Olympique de Marseille,6.79,20-21
Ghislain Konan,Stade de Reims,6.79,20-21
Ngonda Muzinga,Dijon,6.79,20-21
Pedro Mendes,Montpellier,6.79,20-21
Saïdou Sow,Saint-Étienne,6.78,20-21
Robson Bambu,Nice,6.78,20-21
Kasper Dolberg,Nice,6.78,20-21
Lamine Gueye,Metz,6.78,20-21
Jérémy Pied,Lille,6.78,20-21
Khéphren Thuram,Nice,6.78,20-21
Thilo Kehrer,Paris Saint-Germain,6.78,20-21
Abdoul Kader Bamba,Nantes,6.78,20-21
Andrés Cubas,Nîmes Olympique,6.78,20-21
Axel Disasi,AS Monaco,6.78,20-21
Toma Bašić,Bordeaux,6.78,20-21
Renaud Ripart,Nîmes Olympique,6.78,20-21
Morgan Sanson,Olympique de Marseille,6.78,20-21
Julien Faussurier,Stade Brestois,6.78,20-21
Myziane Maolida,Nice,6.77,20-21
Youssouf Sabaly,Bordeaux,6.77,20-21
Gautier Larsonneur,Stade Brestois,6.77,20-21
Pierre-Yves Hamel,Lorient,6.77,20-21
Dion Lopy,Stade de Reims,6.77,20-21
Islam Slimani,Olympique Lyonnais,6.76,20-21
Benjamin Lecomte,AS Monaco,6.76,20-21
Arnaud Kalimuendo,RC Lens,6.76,20-21
Matthieu Udol,Metz,6.76,20-21
Moses Simon,Nantes,6.76,20-21
Bersant Celina,Dijon,6.76,20-21
Thomas Delaine,Metz,6.76,20-21
Flavius Daniliuc,Nice,6.76,20-21
Ui-Jo Hwang,Bordeaux,6.76,20-21
Dylan Bronn,Metz,6.76,20-21
Nicolas de Préville,Bordeaux,6.75,20-21
Faitout Maouassa,Stade Rennais,6.75,20-21
Haris Belkebla,Stade Brestois,6.75,20-21
Jean-Kevin Duverne,Stade Brestois,6.75,20-21
Andy Pelmard,Nice,6.75,20-21
Jean-Charles Castelletto,Nantes,6.75,20-21
Romain Philippoteaux,Stade Brestois,6.75,20-21
Kévin Zohi,RC Strasbourg,6.75,20-21
Enzo Millot,AS Monaco,6.75,20-21
Evann Guessand,Nice,6.75,20-21
Roli Pereira de Sa,Nantes,6.75,20-21
Jean Michaël Seri,Bordeaux,6.75,20-21
Didier N'Dong,Dijon,6.75,20-21
Colin Dagba,Paris Saint-Germain,6.75,20-21
Anthony Racioppi,Dijon,6.75,20-21
Florent Mollet,Montpellier,6.75,20-21
Pape Gueye,Olympique de Marseille,6.75,20-21
Melvin Bard,Olympique Lyonnais,6.75,20-21
Hicham Boudaoui,Nice,6.74,20-21
Rayan Cherki,Olympique Lyonnais,6.74,20-21
Lionel Carole,RC Strasbourg,6.74,20-21
Mihailo Ristić,Montpellier,6.74,20-21
Jonas Omlin,Montpellier,6.74,20-21
Jean Lucas,Stade Brestois,6.74,20-21
Mattia De Sciglio,Olympique Lyonnais,6.74,20-21
Florian Miguel,Nîmes Olympique,6.74,20-21
Lassana Coulibaly,Angers,6.73,20-21
Loris Benito,Bordeaux,6.73,20-21
Quentin Boisgard,Lorient,6.73,20-21
Fabien Lemoine,Lorient,6.73,20-21
Tony Mauricio,RC Lens,6.73,20-21
Fábio,Nantes,6.73,20-21
Charles Traoré,Nantes,6.73,20-21
Samuel Kalu,Bordeaux,6.73,20-21
Dalbert,Stade Rennais,6.73,20-21
Moussa Konaté,Dijon,6.72,20-21
Ibrahima Sissoko,RC Strasbourg,6.72,20-21
Yannick Cahuzac,RC Lens,6.72,20-21
Kévin Denkey,Nîmes Olympique,6.72,20-21
Haris Duljević,Nîmes Olympique,6.72,20-21
Jonathan Ikoné,Lille,6.72,20-21
Jean-Louis Leca,RC Lens,6.72,20-21
Josh Maja,Bordeaux,6.72,20-21
Stanley N'Soki,Nice,6.72,20-21
Issouf Sissokho,Bordeaux,6.72,20-21
Simon Banza,RC Lens,6.72,20-21
Maxence Caqueret,Olympique Lyonnais,6.71,20-21
Tiago Djaló,Lille,6.71,20-21
Adrien Hunou,Stade Rennais,6.71,20-21
Arnaud Souquet,Montpellier,6.71,20-21
Zaydou Youssouf,Saint-Étienne,6.71,20-21
Steve Mandanda,Olympique de Marseille,6.71,20-21
Valère Germain,Olympique de Marseille,6.7,20-21
Jordan Lotomba,Nice,6.7,20-21
Irvin Cardona,Stade Brestois,6.7,20-21
Petar Škuletić,Montpellier,6.7,20-21
David Pereira da Costa,RC Lens,6.7,20-21
Alexis Flips,Stade de Reims,6.7,20-21
Dennis Appiah,Nantes,6.7,20-21
Henry Onyekuru,AS Monaco,6.7,20-21
Vitorino Hilton,Montpellier,6.7,20-21
Casimir Ninga,Angers,6.7,20-21
Cheick Souare,Olympique de Marseille,6.7,20-21
Yanis Lhéry,Saint-Étienne,6.7,20-21
Abdoulaye Sylla,Nantes,6.7,20-21
Joachim Andersen,Olympique Lyonnais,6.7,20-21
Jacques Siwe,Dijon,6.7,20-21
Dario Marešić,Stade de Reims,6.7,20-21
Stefan Mitrović,RC Strasbourg,6.7,20-21
Timothée Kolodziejczak,Saint-Étienne,6.7,20-21
Corentin Jean,RC Lens,6.7,20-21
Nicolas Cozza,Montpellier,6.69,20-21
Moussa Koné,Nîmes Olympique,6.69,20-21
Timothy Weah,Lille,6.69,20-21
Youcef Atal,Nice,6.69,20-21
Edson Mexer,Bordeaux,6.69,20-21
Papa Ndiaga Yade,Metz,6.69,20-21
Abdoulaye Bamba,Angers,6.69,20-21
Denis Bouanga,Saint-Étienne,6.69,20-21
Leonardo Balerdi,Olympique de Marseille,6.69,20-21
Issiaga Sylla,RC Lens,6.68,20-21
Paul Bernardoni,Angers,6.68,20-21
Loïs Diony,Angers,6.68,20-21
James Léa Siliki,Stade Rennais,6.68,20-21
Pedro Chirivella,Nantes,6.68,20-21
Stéphane Bahoken,Angers,6.68,20-21
Alexis Trouillet,Nice,6.68,20-21
Souleyman Doumbia,Angers,6.68,20-21
Victorien Angban,Metz,6.68,20-21
Sanjin Prcić,RC Strasbourg,6.68,20-21
Jordan Ferri,Montpellier,6.67,20-21
Isaac Lihadji,Lille,6.67,20-21
Vagner Dias,Metz,6.67,20-21
Mehdi Chahiri,RC Strasbourg,6.67,20-21
Juan Bernat,Paris Saint-Germain,6.67,20-21
Jessy Moulin,Saint-Étienne,6.67,20-21
Vincent Manceau,Angers,6.66,20-21
Ahmadou Bamba Dieng,Olympique de Marseille,6.66,20-21
Renaud Emond,Nantes,6.66,20-21
Lamine Fomba,Nîmes Olympique,6.65,20-21
Pierrick Capelle,Angers,6.65,20-21
Sacha Boey,Dijon,6.65,20-21
El Bilal Touré,Stade de Reims,6.65,20-21
Sada Thioub,Angers,6.65,20-21
Ludovic Baal,Stade Brestois,6.65,20-21
Arbër Zeneli,Stade de Reims,6.65,20-21
Maxime Poundjé,Bordeaux,6.65,20-21
Opa Nguette,Metz,6.64,20-21
Mounir Chouiar,Dijon,6.64,20-21
Krépin Diatta,AS Monaco,6.64,20-21
Timothee Pembele,Paris Saint-Germain,6.64,20-21
Aaron Leya Iseka,Metz,6.64,20-21
Stephy Mavididi,Montpellier,6.64,20-21
Ismaël Boura,RC Lens,6.64,20-21
Marcus Coco,Nantes,6.63,20-21
Dilane Bakwa,Bordeaux,6.63,20-21
Darío Benedetto,Olympique de Marseille,6.63,20-21
Senou Coulibaly,Dijon,6.63,20-21
Yassine Benrahou,Nîmes Olympique,6.63,20-21
Thomas Monconduit,Lorient,6.63,20-21
Ambroise Oyongo,Montpellier,6.63,20-21
Charles Abi,Saint-Étienne,6.63,20-21
Chrislain Matsima,AS Monaco,6.63,20-21
Nemanja Radonjić,Olympique de Marseille,6.63,20-21
Malik Sellouki,Nice,6.63,20-21
Maxime López,Olympique de Marseille,6.63,20-21
Panagiotis Retsos,Saint-Étienne,6.63,20-21
Pape Cheikh,Dijon,6.63,20-21
Jimmy Briand,Bordeaux,6.62,20-21
Lucas Deaux,Nîmes Olympique,6.62,20-21
Marco Majouga,Nîmes Olympique,6.62,20-21
Vincent Le Goff,Lorient,6.62,20-21
Junior Dina Ebimbe,Dijon,6.61,20-21
Moussa Doumbia,Stade de Reims,6.61,20-21
Florentino Luís,AS Monaco,6.61,20-21
Adrian Grbić,Lorient,6.61,20-21
Kevin Strootman,Olympique de Marseille,6.61,20-21
Thierry Ambrose,Metz,6.61,20-21
Yuto Nagatomo,Olympique de Marseille,6.61,20-21
Ibrahim Amadou,Angers,6.61,20-21
Jordan Marié,Dijon,6.61,20-21
Jérémy Morel,Lorient,6.61,20-21
Paul Nardi,Lorient,6.6,20-21
Lucas Gourna-Douath,Saint-Étienne,6.6,20-21
Mathias Pereira Lage,Angers,6.6,20-21
Elye Wahi,Montpellier,6.6,20-21
M'Baye Niang,Stade Rennais,6.6,20-21
Fodé Ballo-Touré,AS Monaco,6.6,20-21
Frédéric Sammaritano,Dijon,6.6,20-21
Rayan Aït Nouri,Angers,6.6,20-21
Samuel Moutoussamy,Nantes,6.6,20-21
Radosław Majecki,AS Monaco,6.6,20-21
Racine Coly,Nice,6.6,20-21
Loic Bessile,Bordeaux,6.6,20-21
Marvin Tshibuabua,Saint-Étienne,6.6,20-21
Rayan Souici,Saint-Étienne,6.6,20-21
Sacha Delaye,Montpellier,6.6,20-21
Yoann Etienne,Lorient,6.6,20-21
Moise Sakava,Stade de Reims,6.6,20-21
Ismaël Aaneba,RC Strasbourg,6.6,20-21
Romain Amalfitano,Dijon,6.6,20-21
Clement Vidal,Montpellier,6.6,20-21
Lucas Buades,Nîmes Olympique,6.6,20-21
Wuilker Faríñez,RC Lens,6.6,20-21
Billal Benkhedim,Saint-Étienne,6.6,20-21
Wilitty Younoussa,Dijon,6.6,20-21
Jean-Philippe Krasso,Saint-Étienne,6.6,20-21
Anthony Modeste,Saint-Étienne,6.6,20-21
Kays Ruiz-Atil,Paris Saint-Germain,6.6,20-21
Youssef Maziz,Metz,6.6,20-21
Aimen Moueffek,Saint-Étienne,6.6,20-21
Nolan Roux,Nîmes Olympique,6.6,20-21
Adrien Thomasson,RC Strasbourg,6.6,20-21
Kaj Sierhuis,Stade de Reims,6.59,20-21
Tom Lacoux,Bordeaux,6.59,20-21
Dan Ndoye,Nice,6.59,20-21
Jérôme Hergault,Lorient,6.59,20-21
Fodé Doucouré,Stade de Reims,6.59,20-21
Warren Tchimbembé,Metz,6.58,20-21
Mama Baldé,Dijon,6.58,20-21
Aboubakar Kamara,Dijon,6.58,20-21
Mateo Pavlović,Angers,6.58,20-21
Naomichi Ueda,Nîmes Olympique,6.58,20-21
Hianga'a M'Bock,Stade Brestois,6.58,20-21
Thomas Fontaine,Lorient,6.58,20-21
Arthur Zagre,Dijon,6.57,20-21
Umut Bozok,Lorient,6.57,20-21
Mamadou Fofana,Metz,6.56,20-21
Jonas Martin,Stade Rennais,6.56,20-21
Lamine Koné,RC Strasbourg,6.56,20-21
Jonathan Delaplace,Lorient,6.56,20-21
Sofiane Alakouch,Nîmes Olympique,6.55,20-21
Jérémy Le Douaron,Stade Brestois,6.55,20-21
Bouna Sarr,Olympique de Marseille,6.55,20-21
Baptiste Gabard,Saint-Étienne,6.55,20-21
Jean-Kévin Augustin,Nantes,6.55,20-21
Nassim Chadli,Nîmes Olympique,6.55,20-21
Eddy Sylvestre,Nice,6.55,20-21
Bridge Ndilu,Nantes,6.55,20-21
Jimmy Cabot,Angers,6.55,20-21
Eliot Matazo,AS Monaco,6.54,20-21
Fouad Chafik,Dijon,6.54,20-21
Damien Le Tallec,Montpellier,6.54,20-21
Willem Geubbels,AS Monaco,6.54,20-21
Pietro Pellegri,AS Monaco,6.54,20-21
Cristian Battocchio,Stade Brestois,6.54,20-21
Sylvain Marveaux,Lorient,6.54,20-21
Patrick Burner,Nîmes Olympique,6.54,20-21
Dereck Kutesa,Stade de Reims,6.54,20-21
Mehdi Zerkane,Bordeaux,6.53,20-21
Aurélien Scheidler,Dijon,6.53,20-21
Olivier Ntcham,Olympique de Marseille,6.53,20-21
Il-Lok Yun,Montpellier,6.53,20-21
Farid El Melali,Angers,6.53,20-21
Rayan Philippe,Dijon,6.53,20-21
Karim Aribi,Nîmes Olympique,6.53,20-21
Matteo Ahlinvi,Nîmes Olympique,6.52,20-21
Joris Chotard,Montpellier,6.52,20-21
Gaëtan Paquiez,Nîmes Olympique,6.52,20-21
Keagan Dolly,Montpellier,6.52,20-21
Amadou Traoré,Bordeaux,6.52,20-21
Kévin N'Doram,Metz,6.52,20-21
Maxence Rivera,Saint-Étienne,6.51,20-21
Bingourou Kamara,RC Strasbourg,6.51,20-21
Thibault De Smet,Stade de Reims,6.51,20-21
Mihai Alexandru Dobre,Dijon,6.51,20-21
Wesley Lautoa,Dijon,6.51,20-21
Moussa Dembélé,Olympique Lyonnais,6.51,20-21
Majeed Waris,RC Strasbourg,6.5,20-21
Salim Ben Seghir,Nice,6.5,20-21
Sami Ben Amar,Nîmes Olympique,6.5,20-21
Adrien Louveau,RC Lens,6.5,20-21
Batista Mendy,Nantes,6.5,20-21
Rubén Pardo,Bordeaux,6.5,20-21
Hicham Mahou,Nice,6.5,20-21
Mahamadou Doucouré,Nîmes Olympique,6.5,20-21
Samy Benchama,Montpellier,6.5,20-21
Enzo Ebosse,Angers,6.5,20-21
Idriss Saadi,RC Strasbourg,6.5,20-21
Alpha Sissoko,Saint-Étienne,6.5,20-21
Matthieu Dreyer,Lorient,6.49,20-21
Vito Mannone,AS Monaco,6.48,20-21
Danilo Barbosa,Nice,6.48,20-21
Saturnin Allagbe,Dijon,6.48,20-21
Mohamed-Ali Cho,Angers,6.47,20-21
Fraser Hornby,Stade de Reims,6.47,20-21
Ahmad Toure Ngouyamsa,Dijon,6.47,20-21
Anibal Chalá,Dijon,6.45,20-21
Michaël Cuisance,Olympique de Marseille,6.45,20-21
Waniss Taibi,Angers,6.45,20-21
Cheick Traoré,RC Lens,6.45,20-21
Tyron Tormin,Saint-Étienne,6.45,20-21
Heriberto Tavares,Stade Brestois,6.45,20-21
Mouhamadou Drammeh,Stade de Reims,6.45,20-21
Kévin Monnet-Paquet,Saint-Étienne,6.45,20-21
Loïck Landre,Nîmes Olympique,6.44,20-21
Sofiane Boufal,Angers,6.44,20-21
Anastasios Donis,Stade de Reims,6.43,20-21
Georginio Rutter,Stade Rennais,6.43,20-21
Bandiougou Fadiga,Stade Brestois,6.43,20-21
Roger Assalé,Dijon,6.42,20-21
Edouard Mendy,Stade Rennais,6.4,20-21
Andy Diouf,Stade Rennais,6.4,20-21
Cheick Tidiane Sabaly,Metz,6.4,20-21
Rachid Alioui,Angers,6.4,20-21
Yann M'Vila,Saint-Étienne,6.4,20-21
Yassin Fortune,Angers,6.4,20-21
Clément Depres,Nîmes Olympique,6.4,20-21
Abdoulaye Sidibe,Saint-Étienne,6.4,20-21
Marc-Aurele Caillard,Metz,6.4,20-21
Mahamé Siby,RC Strasbourg,6.4,20-21
Stéphane Diarra,Lorient,6.4,20-21
Yann Gboho,Stade Rennais,6.38,20-21
Sébastien Cibois,Stade Brestois,6.37,20-21
Manuel Perez,RC Lens,6.33,20-21
Marley Aké,Olympique de Marseille,6.33,20-21
Houboulang Mendes,Lorient,6.31,20-21
Tristan Dingomé,Stade de Reims,6.3,20-21
Antoine Valerio,Nîmes Olympique,6.3,20-21
Mathys Saban,Saint-Étienne,6.3,20-21
Jesé Rodríguez,Paris Saint-Germain,6.3,20-21
Matz Sels,RC Strasbourg,6.3,20-21
Christopher Rocchia,Olympique de Marseille,6.25,20-21
Zinédine Ould Khaled,Angers,6.23,20-21
Marcin Bułka,Paris Saint-Germain,6.2,20-21
Aleksandar Radovanović,RC Lens,6.2,20-21
Hugo Ekitiké,Stade de Reims,6.15,20-21
Wilfried Kanga,Angers,6.15,20-21
Habib Keita,Olympique Lyonnais,6.1,20-21
Noah Fatar,Angers,6.1,20-21
Stefan Bajić,Saint-Étienne,5.5,20-21
Xavi Simons,Paris Saint-Germain,0.0,20-21
Strahinja Pavlović,AS Monaco,0.0,20-21
Édouard Michut,Paris Saint-Germain,0.0,20-21
Matthis Abline,Stade Rennais,0.0,20-21
Florent Sanchez Da Silva,Olympique Lyonnais,0.0,20-21
Assane Dioussé,Saint-Étienne,0.0,20-21
Kenny Nagera,Paris Saint-Germain,0.0,20-21
Ansou Sow,RC Lens,0.0,20-21
Charles Costes,Dijon,0.0,20-21
Malo Gusto,Olympique Lyonnais,0.0,20-21
Yaya Soumare,Olympique Lyonnais,0.0,20-21
Kylian Mbappé,Paris Saint-Germain,7.77,21-22
Lionel Messi,Paris Saint-Germain,7.75,21-22
Dimitri Payet,Olympique de Marseille,7.73,21-22
Benjamin Bourigeaud,Stade Rennais,7.56,21-22
Neymar,Paris Saint-Germain,7.46,21-22
Teji Savanier,Montpellier,7.42,21-22
Moustapha Mbow,Stade de Reims,7.4,21-22
Jonathan Clauss,RC Lens,7.38,21-22
Marco Verratti,Paris Saint-Germain,7.35,21-22
Ángel Di María,Paris Saint-Germain,7.33,21-22
Rafinha Alcântara,Paris Saint-Germain,7.33,21-22
Aurélien Tchouaméni,AS Monaco,7.33,21-22
Martin Terrier,Stade Rennais,7.3,21-22
Pablo Sarabia,Paris Saint-Germain,7.3,21-22
Bruno Guimarães,Olympique Lyonnais,7.3,21-22
Andy Delort,Nice,7.29,21-22
Florian Tardieu,Troyes,7.28,21-22
Tetê,Olympique Lyonnais,7.23,21-22
Franck Honorat,Stade Brestois,7.22,21-22
Ander Herrera,Paris Saint-Germain,7.21,21-22
Danilo Barbosa,Nice,7.2,21-22
Eiji Kawashima,RC Strasbourg,7.2,21-22
Jonas Omlin,Montpellier,7.19,21-22
Lenny Lacroix,Metz,7.17,21-22
Marquinhos,Paris Saint-Germain,7.17,21-22
Wissam Ben Yedder,AS Monaco,7.16,21-22
Andrei Girotto,Nantes,7.15,21-22
Sergio Ramos,Paris Saint-Germain,7.14,21-22
Hamari Traoré,Stade Rennais,7.14,21-22
Christopher Wooh,RC Lens,7.14,21-22
Romain Faivre,Olympique Lyonnais,7.14,21-22
Sofiane Boufal,Angers,7.13,21-22
Karl Toko Ekambi,Olympique Lyonnais,7.13,21-22
Frédéric Guilbert,RC Strasbourg,7.13,21-22
Lucas Paquetá,Olympique Lyonnais,7.13,21-22
Lovro Majer,Stade Rennais,7.13,21-22
Xherdan Shaqiri,Olympique Lyonnais,7.13,21-22
Boubacar Kamara,Olympique de Marseille,7.12,21-22
Steve Mandanda,Olympique de Marseille,7.12,21-22
Aleksandr Golovin,AS Monaco,7.11,21-22
Moussa Dembélé,Olympique Lyonnais,7.11,21-22
Sven Botman,Lille,7.1,21-22
Ludovic Ajorque,RC Strasbourg,7.1,21-22
Pedro Mendes,Montpellier,7.1,21-22
Ismaël Boura,RC Lens,7.1,21-22
Boubakar Kouyaté,Metz,7.1,21-22
Ryad Boudebouz,Saint-Étienne,7.09,21-22
Jean-Clair Todibo,Nice,7.09,21-22
Danilo Pereira,Paris Saint-Germain,7.08,21-22
Moses Simon,Nantes,7.08,21-22
Predrag Rajković,Stade de Reims,7.08,21-22
Renato Sanches,Lille,7.08,21-22
Cheick Doucouré,RC Lens,7.07,21-22
Cengiz Ünder,Olympique de Marseille,7.07,21-22
Maxime Le Marchand,RC Strasbourg,7.07,21-22
Gaëtan Laborde,Stade Rennais,7.06,21-22
Sanjin Prcić,RC Strasbourg,7.06,21-22
William Saliba,Olympique de Marseille,7.06,21-22
Adrien Thomasson,RC Strasbourg,7.06,21-22
Brendan Chardonnet,Stade Brestois,7.06,21-22
Azor Matusiwa,Stade de Reims,7.06,21-22
Florian Sotoca,RC Lens,7.06,21-22
Amine Gouiri,Nice,7.05,21-22
Nayef Aguerd,Stade Rennais,7.05,21-22
Anthony Mandrea,Angers,7.05,21-22
Idrissa Gueye,Paris Saint-Germain,7.04,21-22
Thomas Mangani,Angers,7.04,21-22
Wylan Cyprien,Nantes,7.03,21-22
Ruben Aguilar,AS Monaco,7.03,21-22
Keylor Navas,Paris Saint-Germain,7.03,21-22
Walter Benítez,Nice,7.03,21-22
Simon Banza,RC Lens,7.03,21-22
Wout Faes,Stade de Reims,7.02,21-22
Alexis Flips,Stade de Reims,7.02,21-22
Benoît Badiashile,AS Monaco,7.02,21-22
Dimitri Liénard,RC Strasbourg,7.02,21-22
Johan Gastien,Clermont Foot,7.02,21-22
Dante,Nice,7.01,21-22
Melvin Bard,Nice,7.01,21-22
Jonathan Gradit,RC Lens,7.01,21-22
Arbër Zeneli,Stade de Reims,7.01,21-22
Leandro Paredes,Paris Saint-Germain,7.01,21-22
Mattéo Guendouzi,Olympique de Marseille,7.0,21-22
Benjamin André,Lille,7.0,21-22
Marcin Bułka,Nice,7.0,21-22
Junior Mwanga,Bordeaux,7.0,21-22
