player,team,rating,season
Kenny Lala,RC Strasbourg,7.14,18-19
Ronaël Pierre-Gabriel,AS Monaco,7.13,18-19
Vukašin Jovanović,Bordeaux,7.11,18-19
Djegui Koita,Guingamp,7.1,18-19
Marçal,Olympique Lyonnais,7.1,18-19
Naïm Sliti,Dijon,7.1,18-19
Bobby Allain,Dijon,7.09,18-19
Pablo Martinez,RC Strasbourg,7.09,18-19
Dante,Nice,7.09,18-19
Ole Selnaes,Saint-Étienne,7.09,18-19
Thomas Meunier,Paris Saint-Germain,7.08,18-19
Ludovic Ajorque,RC Strasbourg,7.08,18-19
Ibrahim Sangaré,Toulouse,7.07,18-19
Moussa Dembélé,Olympique Lyonnais,7.07,18-19
Rémy Cabella,Saint-Étienne,7.07,18-19
Xavier Chavalerin,Stade de Reims,7.06,18-19
Pedro Rebocho,Guingamp,7.06,18-19
Pedro Mendes,Montpellier,7.05,18-19
Rony Lopes,AS Monaco,7.05,18-19
Youcef Atal,Nice,7.05,18-19
Bertrand Traoré,Olympique Lyonnais,7.05,18-19
Tanguy Ndombélé,Olympique Lyonnais,7.04,18-19
Ferland Mendy,Olympique Lyonnais,7.03,18-19
Julian Draxler,Paris Saint-Germain,7.03,18-19
Diego Carlos,Nantes,7.02,18-19
Alexander Djiku,Caen,7.02,18-19
Léo Dubois,Olympique Lyonnais,7.02,18-19
Hatem Ben Arfa,Stade Rennais,7.02,18-19
Damien Da Silva,Stade Rennais,7.01,18-19
Stéphane Ruffier,Saint-Étienne,7.01,18-19
Loïc Perrin,Saint-Étienne,7.01,18-19
Allan Saint-Maximin,Nice,7.01,18-19
Clément Depres,Nîmes Olympique,7.01,18-19
Radamel Falcao,AS Monaco,7.01,18-19
Youri Tielemans,AS Monaco,7.01,18-19
Max Gradel,Toulouse,7.0,18-19
Yunis Abdelhamid,Stade de Reims,7.0,18-19
Serhou Guirassy,Amiens SC,7.0,18-19
Youssouf Koné,Lille,7.0,18-19
Louis Carnot,Guingamp,7.0,18-19
Anthony Walongwa,Nantes,7.0,18-19
Antoine Bernede,Paris Saint-Germain,7.0,18-19
Abdoulaye Diallo,Stade Rennais,7.0,18-19
Edouard Mendy,Stade de Reims,7.0,18-19
Thilo Kehrer,Paris Saint-Germain,7.0,18-19
Jonas Martin,RC Strasbourg,6.99,18-19
Malang Sarr,Nice,6.99,18-19
Houssem Aouar,Olympique Lyonnais,6.99,18-19
M'Baye Niang,Stade Rennais,6.98,18-19
Ruben Aguilar,Montpellier,6.98,18-19
Christopher Nkunku,Paris Saint-Germain,6.98,18-19
Vitorino Hilton,Montpellier,6.98,18-19
Kenny Tete,Olympique Lyonnais,6.98,18-19
Romain Thomas,Angers,6.98,18-19
Mathieu Gorgelin,Olympique Lyonnais,6.98,18-19
Nicolas Benezet,Guingamp,6.97,18-19
Anthony Briançon,Nîmes Olympique,6.97,18-19
Kara Mbodj,Nantes,6.97,18-19
Ellyes Skhiri,Montpellier,6.96,18-19
Mathieu Debuchy,Saint-Étienne,6.96,18-19
Charles Traoré,Nantes,6.96,18-19
José Fonte,Lille,6.96,18-19
Clément Grenier,Stade Rennais,6.96,18-19
Hiroki Sakai,Olympique de Marseille,6.96,18-19
Björn Engels,Stade de Reims,6.95,18-19
Mike Maignan,Lille,6.95,18-19
Yann M'Vila,Saint-Étienne,6.95,18-19
Maxwel Cornet,Olympique Lyonnais,6.95,18-19
Youssef Aït Bennasser,Saint-Étienne,6.95,18-19
Adama Soumaoro,Lille,6.95,18-19
Alphonse Aréola,Paris Saint-Germain,6.95,18-19
Anthony Gonçalves,RC Strasbourg,6.95,18-19
Benoît Costil,Bordeaux,6.95,18-19
Nicolas Pallois,Nantes,6.95,18-19
Vincent Manceau,Angers,6.95,18-19
Jérémy Morel,Olympique Lyonnais,6.94,18-19
Gianluigi Buffon,Paris Saint-Germain,6.94,18-19
Gaëtan Laborde,Montpellier,6.94,18-19
Ismaël Aaneba,RC Strasbourg,6.93,18-19
Valère Germain,Olympique de Marseille,6.93,18-19
Jason Denayer,Olympique Lyonnais,6.93,18-19
Renaud Ripart,Nîmes Olympique,6.93,18-19
Maxime López,Olympique de Marseille,6.93,18-19
Stevan Jovetić,AS Monaco,6.93,18-19
William Saliba,Saint-Étienne,6.93,18-19
Pierre Lees Melou,Nice,6.92,18-19
Robert Berić,Saint-Étienne,6.92,18-19
Ludovic Butelle,Angers,6.92,18-19
Martin Terrier,Olympique Lyonnais,6.92,18-19
Jonathan Bamba,Lille,6.91,18-19
Benjamin Lecomte,Montpellier,6.91,18-19
Rachid Alioui,Nîmes Olympique,6.91,18-19
Saman Ghoddos,Amiens SC,6.91,18-19
Edson Mexer,Stade Rennais,6.91,18-19
Félix Eboa Eboa,Guingamp,6.9,18-19
Brice Samba,Caen,6.9,18-19
Rafael Leão,Lille,6.9,18-19
Samuel Kalu,Bordeaux,6.9,18-19
Giovanni Sio,Montpellier,6.9,18-19
Thomas Basila,Nantes,6.9,18-19
Almamy Touré,AS Monaco,6.9,18-19
Gabriel Boschilia,Nantes,6.9,18-19
François Kamano,Bordeaux,6.89,18-19
Boubacar Kamara,Olympique de Marseille,6.89,18-19
Mario Balotelli,Olympique de Marseille,6.89,18-19
Júlio Tavares,Dijon,6.89,18-19
Souleymane Camara,Montpellier,6.89,18-19
Ismaïla Sarr,Stade Rennais,6.89,18-19
Mathieu Cafaro,Stade de Reims,6.89,18-19
Adil Rami,Olympique de Marseille,6.89,18-19
Paul Baysse,Caen,6.89,18-19
Cesc Fàbregas,AS Monaco,6.88,18-19
Benjamin André,Stade Rennais,6.88,18-19
Abdul Rahman Baba,Stade de Reims,6.88,18-19
Moussa Konaté,Amiens SC,6.88,18-19
Dimitri Liénard,RC Strasbourg,6.88,18-19
Adrien Thomasson,RC Strasbourg,6.88,18-19
Christopher Jullien,Toulouse,6.88,18-19
Christophe Jallet,Nice,6.88,18-19
Angelo Fulgini,Angers,6.88,18-19
Pablo,Bordeaux,6.87,18-19
Nayef Aguerd,Dijon,6.87,18-19
Jacques-Alaixys Romao,Stade de Reims,6.87,18-19
Eduardo Camavinga,Stade Rennais,6.87,18-19
Frédéric Guilbert,Caen,6.86,18-19
Thomas Monconduit,Amiens SC,6.86,18-19
Mateo Pavlović,Angers,6.86,18-19
Otávio,Bordeaux,6.86,18-19
Rolando,Olympique de Marseille,6.86,18-19
Duje Ćaleta-Car,Olympique de Marseille,6.86,18-19
Olivier Boscagli,Nice,6.86,18-19
Luiz Gustavo,Olympique de Marseille,6.86,18-19
Ghislain Konan,Stade de Reims,6.86,18-19
Jordan Amavi,Olympique de Marseille,6.85,18-19
Paul Bernardoni,Nîmes Olympique,6.85,18-19
Daniel Congré,Montpellier,6.85,18-19
Benjamin Bourigeaud,Stade Rennais,6.85,18-19
Zacharie Boucher,Angers,6.85,18-19
Cédric Yambéré,Dijon,6.85,18-19
Jonathan Gradit,Caen,6.85,18-19
Abdoulaye Touré,Nantes,6.85,18-19
Rémi Oudin,Stade de Reims,6.84,18-19
Ciprian Tătărușanu,Nantes,6.84,18-19
Clinton N'Jie,Olympique de Marseille,6.84,18-19
Makhtar Gueye,Saint-Étienne,6.84,18-19
Adrien Silva,AS Monaco,6.84,18-19
Nuno Da Costa,RC Strasbourg,6.84,18-19
Maxime Poundjé,Bordeaux,6.84,18-19
Kamil Glik,AS Monaco,6.84,18-19
Jemerson,AS Monaco,6.83,18-19
Damien Le Tallec,Montpellier,6.83,18-19
Romain Hamouma,Saint-Étienne,6.83,18-19
Lucas Ocampos,Olympique de Marseille,6.83,18-19
Wesley Saïd,Dijon,6.83,18-19
Jimmy Briand,Bordeaux,6.83,18-19
Ramy Bensebaini,Stade Rennais,6.83,18-19
Adama Mbengue,Caen,6.83,18-19
Kevin Strootman,Olympique de Marseille,6.83,18-19
Kalifa Coulibaly,Nantes,6.83,18-19
Moussa Diaby,Paris Saint-Germain,6.83,18-19
Morgan Sanson,Olympique de Marseille,6.82,18-19
Loïc Rémy,Lille,6.82,18-19
Stefan Mitrović,RC Strasbourg,6.82,18-19
Lucas Lima,Nantes,6.82,18-19
Benjamin Henrichs,AS Monaco,6.82,18-19
Benjamin Corgnet,RC Strasbourg,6.82,18-19
Presnel Kimpembe,Paris Saint-Germain,6.82,18-19
Thomas Fontaine,Stade de Reims,6.81,18-19
Adrien Tameze,Nice,6.81,18-19
Adrien Hunou,Stade Rennais,6.81,18-19
Stanley N'Soki,Paris Saint-Germain,6.81,18-19
Hassane Kamara,Stade de Reims,6.81,18-19
Stéphane Bahoken,Angers,6.81,18-19
Gelson Martins,AS Monaco,6.81,18-19
Timothée Kolodziejczak,Saint-Étienne,6.81,18-19
Loïck Landre,Nîmes Olympique,6.81,18-19
Benjamin Jeannot,Dijon,6.81,18-19
Bouna Sarr,Olympique de Marseille,6.8,18-19
Aleksandr Golovin,AS Monaco,6.8,18-19
Matthieu Dossevi,Toulouse,6.8,18-19
Fodé Ballo-Touré,AS Monaco,6.8,18-19
Matz Sels,RC Strasbourg,6.8,18-19
Zeki Çelik,Lille,6.8,18-19
Pietro Pellegri,AS Monaco,6.8,18-19
Valentin Eysseric,Nantes,6.8,18-19
Bilal Boutobba,Montpellier,6.8,18-19
Loïc Mbe Soh,Paris Saint-Germain,6.8,18-19
Georges-Kévin N'Koudou,AS Monaco,6.8,18-19
Anthony Lopes,Olympique Lyonnais,6.8,18-19
Hamari Traoré,Stade Rennais,6.8,18-19
Lebogang Phiri,Guingamp,6.8,18-19
Jules Koundé,Bordeaux,6.79,18-19
Wesley Lautoa,Dijon,6.79,18-19
Pierrick Capelle,Angers,6.79,18-19
Jaroslav Plašil,Bordeaux,6.79,18-19
Anthony Limbombe,Nantes,6.79,18-19
Lebo Mothiba,RC Strasbourg,6.79,18-19
Jordan Marié,Dijon,6.79,18-19
Andreas Cornelius,Bordeaux,6.79,18-19
Regis Gurtner,Amiens SC,6.78,18-19
Gen Shoji,Toulouse,6.78,18-19
Thomas Foket,Stade de Reims,6.78,18-19
Jimmy Durmaz,Toulouse,6.78,18-19
Aurélien Tchouaméni,Bordeaux,6.78,18-19
Baptiste Santamaria,Angers,6.78,18-19
Nicolas de Préville,Bordeaux,6.78,18-19
Yann Karamoh,Bordeaux,6.78,18-19
Jeff Reine-Adélaïde,Angers,6.78,18-19
Fouad Chafik,Dijon,6.78,18-19
Juan Bernat,Paris Saint-Germain,6.78,18-19
Rene Krhin,Nantes,6.78,18-19
Lukas Lerager,Bordeaux,6.77,18-19
Jordan Siebatcheu,Stade Rennais,6.77,18-19
Luiz Araújo,Lille,6.77,18-19
Arnaud Nordin,Saint-Étienne,6.77,18-19
Issiaga Sylla,Toulouse,6.77,18-19
Mehdi Abeid,Dijon,6.77,18-19
Yannis Salibur,Saint-Étienne,6.77,18-19
Matthew Miazga,Nantes,6.76,18-19
Pablo Chavarría,Stade de Reims,6.76,18-19
Ignatius Ganago,Nice,6.76,18-19
Toma Bašić,Bordeaux,6.76,18-19
Oussama Haddadi,Dijon,6.76,18-19
Jordan Lefort,Amiens SC,6.75,18-19
Florian Miguel,Nîmes Olympique,6.75,18-19
Enock Kwateng,Nantes,6.75,18-19
Lionel Carole,RC Strasbourg,6.75,18-19
Sergi Palencia,Bordeaux,6.75,18-19
Prince Gouano,Amiens SC,6.75,18-19
Wesley Fofana,Saint-Étienne,6.75,18-19
Tomáš Hubočan,Olympique de Marseille,6.75,18-19
Mariano Díaz,Olympique Lyonnais,6.75,18-19
Charles Abi,Saint-Étienne,6.75,18-19
Jean-Eudes Aholou,AS Monaco,6.75,18-19
Jonathan Ikoné,Lille,6.74,18-19
Steven Mendoza,Amiens SC,6.74,18-19
Jean-Clair Todibo,Toulouse,6.74,18-19
Stephane M'Bia,Toulouse,6.74,18-19
Kouadio Dabila,Lille,6.74,18-19
Majeed Waris,Nantes,6.74,18-19
Jérémy Sorbon,Guingamp,6.74,18-19
Djibril Sidibé,AS Monaco,6.73,18-19
Ibrahima Sissoko,RC Strasbourg,6.73,18-19
Lamine Koné,RC Strasbourg,6.73,18-19
Petar Škuletić,Montpellier,6.73,18-19
Laurent Ciman,Dijon,6.73,18-19
Lucas Tousart,Olympique Lyonnais,6.73,18-19
Jordan Ferri,Nîmes Olympique,6.73,18-19
Hyun-Jun Suk,Stade de Reims,6.73,18-19
Abdoulaye Bamba,Angers,6.73,18-19
Ismaël Traoré,Angers,6.73,18-19
Sada Thioub,Nîmes Olympique,6.73,18-19
Fábio,Nantes,6.73,18-19
Danijel Subašić,AS Monaco,6.73,18-19
François Moubandje,Toulouse,6.73,18-19
Gabriel Silva,Saint-Étienne,6.73,18-19
Baptiste Guillaume,Nîmes Olympique,6.73,18-19
Ganso,Amiens SC,6.73,18-19
Anthony Caci,RC Strasbourg,6.72,18-19
Lucas Deaux,Guingamp,6.72,18-19
Wilfried Kanga,Angers,6.72,18-19
Lucas Evangelista,Nantes,6.72,18-19
Moussa Doumbia,Stade de Reims,6.72,18-19
Youssouf Fofana,RC Strasbourg,6.72,18-19
Pierre-Yves Polomat,Saint-Étienne,6.72,18-19
Rui Fonte,Lille,6.72,18-19
Igor Lewczuk,Bordeaux,6.72,18-19
Sofiane Alakouch,Nîmes Olympique,6.72,18-19
Nolan Roux,Guingamp,6.72,18-19
Yaya Sanogo,Toulouse,6.71,18-19
Thomas Mangani,Angers,6.71,18-19
Arbër Zeneli,Stade de Reims,6.71,18-19
Mihailo Ristić,Montpellier,6.71,18-19
Mauro Goicoechea,Toulouse,6.71,18-19
Ambroise Oyongo,Montpellier,6.71,18-19
Rémi Walter,Nice,6.71,18-19
Rafael,Olympique Lyonnais,6.71,18-19
Antonin Bobichon,Nîmes Olympique,6.71,18-19
Baptiste Reynet,Toulouse,6.71,18-19
Paul Lasne,Montpellier,6.71,18-19
Umut Bozok,Nîmes Olympique,6.71,18-19
Alexis Blin,Amiens SC,6.71,18-19
Cheikh N'Doye,Angers,6.71,18-19
Marcus Thuram,Guingamp,6.71,18-19
Ronny Rodelin,Guingamp,6.71,18-19
Eric Maxim Choupo-Moting,Paris Saint-Germain,6.71,18-19
Tristan Dingomé,Stade de Reims,6.71,18-19
Xeka,Lille,6.7,18-19
Boubakary Soumaré,Lille,6.7,18-19
Mickaël Alphonse,Dijon,6.7,18-19
Bassem Srarfi,Nice,6.7,18-19
Valentin Rosier,Dijon,6.7,18-19
Pape Djibril Diaw,Angers,6.7,18-19
Diafra Sakho,Stade Rennais,6.7,18-19
Hakim El Mokeddem,Toulouse,6.7,18-19
Pierrick Valdivia,Nîmes Olympique,6.7,18-19
Alexandre Lauray,Bordeaux,6.7,18-19
Abdallah Ndour,RC Strasbourg,6.7,18-19
Patrick Burner,Nice,6.7,18-19
Claudio Beauvue,Caen,6.7,18-19
Bakaye Dibassy,Amiens SC,6.69,18-19
Prince Oniangué,Caen,6.69,18-19
Myziane Maolida,Nice,6.69,18-19
Vincent Pajot,Angers,6.69,18-19
Benoît Badiashile,AS Monaco,6.69,18-19
Mehdi Merghem,Guingamp,6.69,18-19
Josh Maja,Bordeaux,6.68,18-19
Khaled Adénon,Amiens SC,6.68,18-19
Yacine Bammou,Caen,6.68,18-19
Kelvin Amian,Toulouse,6.68,18-19
Carlos Vinícius,AS Monaco,6.68,18-19
Danilo Barbosa,Nice,6.68,18-19
Marc-Aurele Caillard,Guingamp,6.68,18-19
Mehdi Zeffane,Stade Rennais,6.68,18-19
Steve Mandanda,Olympique de Marseille,6.67,18-19
Jérémy Gélin,Stade Rennais,6.67,18-19
Boulaye Dia,Stade de Reims,6.67,18-19
Loïs Diony,Saint-Étienne,6.67,18-19
Enzo Crivelli,Caen,6.67,18-19
Ludovic Blas,Guingamp,6.67,18-19
Yeni N'Gbakoto,Guingamp,6.67,18-19
Jakob Johansson,Stade Rennais,6.67,18-19
William Vainqueur,AS Monaco,6.67,18-19
Kévin N'Doram,AS Monaco,6.67,18-19
Théo Pellenard,Angers,6.67,18-19
Andrei Girotto,Nantes,6.67,18-19
Jérémy Pied,Lille,6.66,18-19
Thiago Maia,Lille,6.66,18-19
Juan Otero,Amiens SC,6.66,18-19
Konstantinos Mitroglou,Olympique de Marseille,6.66,18-19
Florent Balmont,Dijon,6.66,18-19
Christophe Kerbrat,Guingamp,6.66,18-19
Colin Dagba,Paris Saint-Germain,6.66,18-19
Junior Sambia,Montpellier,6.66,18-19
Étienne Didot,Guingamp,6.66,18-19
Tomáš Koubek,Stade Rennais,6.66,18-19
Alexandre Mendy,Guingamp,6.66,18-19
Samuel Moutoussamy,Nantes,6.65,18-19
Herve Lybohy,Nîmes Olympique,6.65,18-19
Emil Krafth,Amiens SC,6.65,18-19
Franck Tabanou,Guingamp,6.65,18-19
Julien Serrano,AS Monaco,6.65,18-19
Nolan Mbemba,Stade de Reims,6.65,18-19
Youssouf Sabaly,Bordeaux,6.65,18-19
Younousse Sankharé,Bordeaux,6.65,18-19
Cristian Lopez,Angers,6.65,18-19
Layvin Kurzawa,Paris Saint-Germain,6.64,18-19
Eddy Gnahoré,Amiens SC,6.64,18-19
Valentín Vada,Saint-Étienne,6.64,18-19
Corentin Jean,Toulouse,6.64,18-19
Emmanuel Imorou,Caen,6.64,18-19
Marvin Martin,Stade de Reims,6.64,18-19
Neven Subotić,Saint-Étienne,6.64,18-19
Yannick Cahuzac,Toulouse,6.63,18-19
Denis Bouanga,Nîmes Olympique,6.63,18-19
James Léa Siliki,Stade Rennais,6.63,18-19
Nathael Julan,Guingamp,6.63,18-19
Moustapha Diallo,Nîmes Olympique,6.63,18-19
Chang-Hoon Kwon,Dijon,6.63,18-19
Nicolas Cozza,Montpellier,6.63,18-19
Jules Keita,Dijon,6.62,18-19
Kévin Monnet-Paquet,Saint-Étienne,6.62,18-19
Bafodé Diakité,Toulouse,6.62,18-19
Ismaël Diomandé,Caen,6.62,18-19
Romain Amalfitano,Dijon,6.62,18-19
Romain Del Castillo,Stade Rennais,6.62,18-19
Lamine Ghezali,Saint-Étienne,6.62,18-19
Manu García,Toulouse,6.62,18-19
Enzo Loiodice,Dijon,6.62,18-19
Diego Benaglio,AS Monaco,6.62,18-19
Malik Tchokounté,Caen,6.62,18-19
Adama Traoré,AS Monaco,6.62,18-19
Rafał Kurzawa,Amiens SC,6.61,18-19
Kévin Zohi,RC Strasbourg,6.61,18-19
Aaron Leya Iseka,Toulouse,6.6,18-19
Giovani Lo Celso,Paris Saint-Germain,6.6,18-19
Giulian Biancone,AS Monaco,6.6,18-19
Thody Elie Youan,Nantes,6.6,18-19
Pedro Brazão,Nice,6.6,18-19
Till Cissokho,Bordeaux,6.6,18-19
Driss Trichard,Bordeaux,6.6,18-19
Reinildo Mandava,Lille,6.6,18-19
Han-Noah Massengo,AS Monaco,6.6,18-19
Steven Fortes,RC Lens,6.6,18-19
Gaoussou Traoré,Amiens SC,6.6,18-19
Fethi Harek,Nîmes Olympique,6.6,18-19
Assane Dioussé,Saint-Étienne,6.6,18-19
Souleyman Doumbia,Stade Rennais,6.6,18-19
Zaydou Youssouf,Bordeaux,6.6,18-19
Firmin Ndombe Mubele,Toulouse,6.59,18-19
Theo Valls,Nîmes Olympique,6.59,18-19
Jean-Victor Makengo,Nice,6.58,18-19
Andrea Raggi,AS Monaco,6.58,18-19
Yassine Benrahou,Bordeaux,6.58,18-19
Edgar Ié,Nantes,6.58,18-19
John Bostock,Toulouse,6.57,18-19
Didier N'Dong,Guingamp,6.57,18-19
Yoann Gourcuff,Dijon,6.57,18-19
Kalidou Sidibé,Toulouse,6.57,18-19
Saîf-Eddine Khaoui,Caen,6.57,18-19
Lassana Diarra,Paris Saint-Germain,6.57,18-19
Lamine Diaby-Fadiga,Nice,6.57,18-19
Eddy Sylvestre,Nice,6.56,18-19
Faitout Maouassa,Nîmes Olympique,6.56,18-19
Mathieu Bodmer,Amiens SC,6.55,18-19
Herman Moussaki,Caen,6.55,18-19
Moussa Sylla,AS Monaco,6.55,18-19
Yohann Pelé,Olympique de Marseille,6.54,18-19
Antonio Barreca,AS Monaco,6.54,18-19
Cheick Traoré,Guingamp,6.54,18-19
Younn Zahary,Caen,6.54,18-19
Jessy Deminguet,Caen,6.54,18-19
Assil Jaziri,Nice,6.53,18-19
Yacine Adli,Bordeaux,6.53,18-19
Racine Coly,Nice,6.53,18-19
Stef Peeters,Caen,6.53,18-19
Marcus Coco,Guingamp,6.53,18-19
Aly Ndom,Caen,6.53,18-19
Axel Disasi,Stade de Reims,6.53,18-19
Facundo Píriz,Montpellier,6.53,18-19
Pelé,AS Monaco,6.53,18-19
Nacer Chadli,AS Monaco,6.52,18-19
Casimir Ninga,Caen,6.5,18-19
Cheick Timité,Amiens SC,6.5,18-19
Yoël Armougom,Caen,6.5,18-19
Willem Geubbels,AS Monaco,6.5,18-19
Nathan N'Goumou,Toulouse,6.5,18-19
Wilson Isidor,AS Monaco,6.5,18-19
Kévin Rimane,Paris Saint-Germain,6.5,18-19
Virgile Pinson,Stade de Reims,6.5,18-19
Mickaël Panos,Saint-Étienne,6.5,18-19
Ludovic Baal,Stade Rennais,6.5,18-19
Grégory Sertic,Olympique de Marseille,6.5,18-19
Antonio Mance,Nantes,6.5,18-19
Quentin Cornette,Amiens SC,6.5,18-19
Jeremy Grimm,RC Strasbourg,6.5,18-19
Harisson Manzala,Angers,6.5,18-19
Mathías Suárez,Montpellier,6.5,18-19
Gaëtan Paquiez,Nîmes Olympique,6.48,18-19
Mickaël Le Bihan,Nice,6.48,18-19
Frédéric Sammaritano,Dijon,6.48,18-19
Sory Kaba,Dijon,6.48,18-19
Jordi Mboula,AS Monaco,6.47,18-19
Sheyi Ojo,Stade de Reims,6.47,18-19
Matthias Phaeton,Guingamp,6.47,18-19
Oualid El Hajjam,Amiens SC,6.46,18-19
Pape Cheikh,Olympique Lyonnais,6.46,18-19
Bongani Zungu,Amiens SC,6.46,18-19
Denis Will Poha,Stade Rennais,6.45,18-19
Maxime Pélican,Nice,6.45,18-19
Keagan Dolly,Montpellier,6.45,18-19
Romain Genevois,Caen,6.45,18-19
Rúnar Alex Rúnarsson,Dijon,6.43,18-19
Baissama Sankoh,Caen,6.43,18-19
Andy Pelmard,Nice,6.43,18-19
Nemanja Radonjić,Olympique de Marseille,6.41,18-19
Imrân Louza,Nantes,6.4,18-19
Armand Laurienté,Stade Rennais,6.4,18-19
Oumar Solet,Olympique Lyonnais,6.4,18-19
Mahdi Camara,Saint-Étienne,6.4,18-19
Moreto Cassama,Stade de Reims,6.4,18-19
Idriss Saadi,RC Strasbourg,6.4,18-19
Yassin Fekir,Olympique Lyonnais,6.4,18-19
Nicolas Janvier,Stade Rennais,6.4,18-19
Stanley Segarel,Amiens SC,6.4,18-19
Karl-Johan Johnsson,Guingamp,6.39,18-19
Guessouma Fofana,Guingamp,6.39,18-19
Ihsan Sacko,Nice,6.39,18-19
Samuel Grandsir,RC Strasbourg,6.37,18-19
Senou Coulibaly,Dijon,6.36,18-19
Steven Moreira,Toulouse,6.36,18-19
Jordan Ikoko,Guingamp,6.36,18-19
Farid El Melali,Angers,6.36,18-19
Abdoulaye Dabo,Nantes,6.35,18-19
Maxime Dupé,Nantes,6.34,18-19
Gerzino Nyamsi,Stade Rennais,6.33,18-19
Sofiane Diop,AS Monaco,6.32,18-19
Sacha Boey,Stade Rennais,6.3,18-19
Manu Koné,Toulouse,6.3,18-19
Koffi Djidji,Nantes,6.3,18-19
Clément Michelin,Toulouse,6.3,18-19
Timo Stavitski,Caen,6.3,18-19
Yann Bodiger,Toulouse,6.3,18-19
Alexandre Olliero,Nantes,6.3,18-19
Yoan Cardinale,Nice,6.3,18-19
Evens Joseph,Caen,6.28,18-19
Romain Métanire,Stade de Reims,6.22,18-19
Christopher Rocchia,Olympique de Marseille,6.2,18-19
Johan Larsson,Guingamp,6.2,18-19
Albert Lottin,Bordeaux,6.2,18-19
Arnold Bouka Moutou,Dijon,6.2,18-19
Papy Djilobodji,Guingamp,6.18,18-19
Rayan Aït Nouri,Angers,6.15,18-19
Milan Gajić,Bordeaux,6.1,18-19
Randal Kolo Muani,Nantes,6.07,18-19
Naldo,AS Monaco,5.95,18-19
Yoann Andreu,Angers,5.9,18-19
Seydou Sy,AS Monaco,5.9,18-19
Romain Faivre,AS Monaco,5.7,18-19
Paul Wade,Nice,5.6,18-19
Grejohn Kyei,RC Lens,0.0,18-19
Lenny Pintor,Olympique Lyonnais,0.0,18-19
Kenny Rocha Santos,Saint-Étienne,0.0,18-19
Arton Zekaj,Lille,0.0,18-19
Yanis Ammour,Montpellier,0.0,18-19
Theo Sainte Luce,Nîmes Olympique,0.0,18-19
Sanasi Sy,Amiens SC,0.0,18-19
Alexis Alegue,Nantes,0.0,18-19
Moataz Zemzemi,RC Strasbourg,0.0,18-19
Neymar,Paris Saint-Germain,8.04,19-20
Dimitri Payet,Olympique de Marseille,7.83,19-20
Kylian Mbappé,Paris Saint-Germain,7.71,19-20
Memphis Depay,Olympique Lyonnais,7.68,19-20
Jessy Moulin,Saint-Étienne,7.6,19-20
Ángel Di María,Paris Saint-Germain,7.6,19-20
Anthony Caci,RC Strasbourg,7.56,19-20
Moreto Cassama,Stade de Reims,7.51,19-20
Jack Lahne,Amiens SC,7.5,19-20
Marcin Bułka,Paris Saint-Germain,7.5,19-20
Wissam Ben Yedder,AS Monaco,7.36,19-20
Marco Verratti,Paris Saint-Germain,7.29,19-20
Teji Savanier,Montpellier,7.28,19-20
Bruno Guimarães,Olympique Lyonnais,7.27,19-20
Dimitri Liénard,RC Strasbourg,7.27,19-20
Hianga'a M'Bock,Stade Brestois,7.25,19-20
Wylan Cyprien,Nice,7.24,19-20
Islam Slimani,AS Monaco,7.24,19-20
Xavier Chavalerin,Stade de Reims,7.23,19-20
Gerónimo Rulli,Montpellier,7.22,19-20
Eric Maxim Choupo-Moting,Paris Saint-Germain,7.21,19-20
Marquinhos,Paris Saint-Germain,7.21,19-20
Josué Homawoo,Nantes,7.2,19-20
Gautier Larsonneur,Stade Brestois,7.2,19-20
Valentin Rongier,Olympique de Marseille,7.2,19-20
Predrag Rajković,Stade de Reims,7.19,19-20
Florent Mollet,Montpellier,7.19,19-20
Thiago Silva,Paris Saint-Germain,7.18,19-20
Idrissa Gueye,Paris Saint-Germain,7.18,19-20
Aleksandr Golovin,AS Monaco,7.16,19-20
Adam Ounas,Nice,7.16,19-20
Hassane Kamara,Stade de Reims,7.15,19-20
Danijel Petković,Angers,7.15,19-20
Romain Salin,Stade Rennais,7.15,19-20
Lucas Dias,Nîmes Olympique,7.15,19-20
Alexandre Oukidja,Metz,7.14,19-20
Yunis Abdelhamid,Stade de Reims,7.14,19-20
Mounir Chouiar,Dijon,7.14,19-20
Alfred Gomis,Dijon,7.12,19-20
Tanguy Nianzou,Paris Saint-Germain,7.1,19-20
Dario Marešić,Stade de Reims,7.1,19-20
Presnel Kimpembe,Paris Saint-Germain,7.1,19-20
Habib Diallo,Metz,7.08,19-20
Dante,Nice,7.08,19-20
Fábio,Nantes,7.08,19-20
Vitorino Hilton,Montpellier,7.08,19-20
Maxwel Cornet,Olympique Lyonnais,7.08,19-20
Pierre Lees Melou,Nice,7.08,19-20
Adrien Thomasson,RC Strasbourg,7.08,19-20
Jason Denayer,Olympique Lyonnais,7.07,19-20
Adama Traoré,Metz,7.07,19-20
Moussa Wagué,Nice,7.07,19-20
Lucas Lima,Nantes,7.07,19-20
Zinedine Ferhat,Nîmes Olympique,7.07,19-20
Nayef Aguerd,Dijon,7.06,19-20
Ander Herrera,Paris Saint-Germain,7.06,19-20
Baptiste Santamaria,Angers,7.06,19-20
Renato Sanches,Lille,7.06,19-20
Toma Bašić,Bordeaux,7.06,19-20
Darío Benedetto,Olympique de Marseille,7.05,19-20
Lucas Deaux,Nîmes Olympique,7.05,19-20
