player,team,rating,season
Danilo Soares,VfL Bochum 1848,6.66,22-23
Takuma Asano,VfL Bochum 1848,6.66,22-23
Tim Skarke,FC Schalke 04,6.66,22-23
Callum Hudson-Odoi,Bayer 04 Leverkusen,6.66,22-23
Nikola Soldo,1. FC Köln,6.66,22-23
Josha Vagnoman,VfB Stuttgart,6.66,22-23
Joseph Scally,Borussia M'gladbach,6.66,22-23
Tolga Ciğerci,Hertha BSC,6.65,22-23
Patrick Herrmann,Borussia M'gladbach,6.65,22-23
Jérôme Roussillon,1. FC Union Berlin,6.65,22-23
Kilian Fischer,VfL Wolfsburg,6.65,22-23
Salih Özcan,Borussia Dortmund,6.65,22-23
Jean-Paul Boëtius,Hertha BSC,6.65,22-23
Romano Schmid,SV Werder Bremen,6.64,22-23
Elvis Rexhbeçaj,FC Augsburg,6.64,22-23
Marvin Schwäbe,1. FC Köln,6.64,22-23
Tom Bischof,TSG Hoffenheim,6.64,22-23
Benno Schmitz,1. FC Köln,6.64,22-23
Christian Groß,SV Werder Bremen,6.64,22-23
Mathys Tel,FC Bayern München,6.64,22-23
Jere Uronen,FC Schalke 04,6.64,22-23
Hugo Novoa Ramos,RB Leipzig,6.63,22-23
Josip Brekalo,VfL Wolfsburg,6.63,22-23
Ricardo Pepi,FC Augsburg,6.63,22-23
Fabian Bredlow,VfB Stuttgart,6.63,22-23
Oliver Christensen,Hertha BSC,6.63,22-23
Mads Pedersen,FC Augsburg,6.63,22-23
Aymen Barkok,1. FSV Mainz 05,6.63,22-23
Lee Buchanan,SV Werder Bremen,6.63,22-23
Omar Marmoush,VfL Wolfsburg,6.63,22-23
Timothy Fosu-Mensah,Bayer 04 Leverkusen,6.63,22-23
Maxim Leitsch,1. FSV Mainz 05,6.62,22-23
Silas Katompa Mvumpa,VfB Stuttgart,6.62,22-23
Fredrik Jensen,FC Augsburg,6.62,22-23
Paul Jaeckel,1. FC Union Berlin,6.62,22-23
Silvère Ganvoula,VfL Bochum 1848,6.62,22-23
Mehmet Aydın,FC Schalke 04,6.62,22-23
Danny da Costa,1. FSV Mainz 05,6.62,22-23
Mitchel Bakker,Bayer 04 Leverkusen,6.62,22-23
Yannik Keitel,SC Freiburg,6.62,22-23
Éder Balanta,FC Schalke 04,6.62,22-23
Paxten Aaronson,Eintracht Frankfurt,6.61,22-23
Maximilian Philipp,SV Werder Bremen,6.61,22-23
Timo Baumgartl,1. FC Union Berlin,6.61,22-23
Felix Uduokhai,FC Augsburg,6.61,22-23
Finn Ole Becker,TSG Hoffenheim,6.61,22-23
András Schäfer,1. FC Union Berlin,6.61,22-23
Jessic Ngankam,Hertha BSC,6.61,22-23
Ryan Gravenberch,FC Bayern München,6.6,22-23
Moritz Broschinski,VfL Bochum 1848,6.6,22-23
Iago Borduchi,FC Augsburg,6.6,22-23
Marlon Mustapha,1. FSV Mainz 05,6.6,22-23
Jonathan Schmid,SC Freiburg,6.6,22-23
Semir Telalović,Borussia M'gladbach,6.6,22-23
Daley Blind,FC Bayern München,6.6,22-23
Kerim Çalhanoğlu,FC Schalke 04,6.6,22-23
Aster Vranckx,VfL Wolfsburg,6.6,22-23
Darko Churlinov,VfB Stuttgart,6.6,22-23
Sidi Sané,FC Schalke 04,6.6,22-23
Laurin Ulrich,VfB Stuttgart,6.6,22-23
Pascal Klemens,Hertha BSC,6.6,22-23
Tony Rölke,Hertha BSC,6.6,22-23
Hugo Siquet,SC Freiburg,6.6,22-23
Oscar Fraulo,Borussia M'gladbach,6.6,22-23
Lennart Grill,1. FC Union Berlin,6.6,22-23
Dominique Heintz,VfL Bochum 1848,6.59,22-23
Nils Petersen,SC Freiburg,6.59,22-23
Luca Waldschmidt,VfL Wolfsburg,6.59,22-23
Kevin Schade,SC Freiburg,6.59,22-23
Sargis Adamyan,1. FC Köln,6.59,22-23
David Čolina,FC Augsburg,6.59,22-23
Florian Dietz,1. FC Köln,6.58,22-23
Angelo Fulgini,1. FSV Mainz 05,6.58,22-23
Sepp van den Berg,FC Schalke 04,6.58,22-23
Florian Flick,FC Schalke 04,6.58,22-23
Alexander Schwolow,FC Schalke 04,6.57,22-23
Julian Baumgartlinger,FC Augsburg,6.57,22-23
Filip Uremović,Hertha BSC,6.57,22-23
Kingsley Schindler,1. FC Köln,6.57,22-23
Márton Dárdai,Hertha BSC,6.57,22-23
Florian Müller,VfB Stuttgart,6.57,22-23
Yvandro Borges Sanches,Borussia M'gladbach,6.57,22-23
Mark Uth,1. FC Köln,6.57,22-23
Alex Král,FC Schalke 04,6.56,22-23
Jordi Osei-Tutu,VfL Bochum 1848,6.56,22-23
Vasilis Lampropoulos,VfL Bochum 1848,6.56,22-23
Jacob Bruun Larsen,TSG Hoffenheim,6.55,22-23
Tim Lemperle,1. FC Köln,6.55,22-23
Paul Wanner,FC Bayern München,6.55,22-23
Fabio Chiarodia,SV Werder Bremen,6.55,22-23
Nicolas Cozza,VfL Wolfsburg,6.55,22-23
Stanley N'Soki,TSG Hoffenheim,6.55,22-23
Luca Netz,Borussia M'gladbach,6.55,22-23
Morten Thorsby,1. FC Union Berlin,6.55,22-23
Daniel-Kofi Kyereh,SC Freiburg,6.55,22-23
Nikolas Nartey,VfB Stuttgart,6.54,22-23
Jamie Leweling,1. FC Union Berlin,6.54,22-23
Denis Huseinbašić,1. FC Köln,6.54,22-23
Faride Alidou,Eintracht Frankfurt,6.54,22-23
Juan José Perea,VfB Stuttgart,6.54,22-23
Kiliann Sildillia,SC Freiburg,6.53,22-23
Delano Burgzorg,1. FSV Mainz 05,6.53,22-23
Renato Veiga,FC Augsburg,6.53,22-23
Kristian Pedersen,1. FC Köln,6.53,22-23
Nathan N'Goumou,Borussia M'gladbach,6.53,22-23
Maximilian Bauer,FC Augsburg,6.53,22-23
Jordan Larsson,FC Schalke 04,6.53,22-23
Henning Matriciani,FC Schalke 04,6.53,22-23
Woo-Yeong Jeong,SC Freiburg,6.53,22-23
Mathias Olesen,1. FC Köln,6.52,22-23
Patrick Osterhage,VfL Bochum 1848,6.52,22-23
Luca Pfeiffer,VfB Stuttgart,6.52,22-23
Christoph Kramer,Borussia M'gladbach,6.52,22-23
Miloš Pantović,1. FC Union Berlin,6.52,22-23
Nicolai Rapp,SV Werder Bremen,6.52,22-23
Danny Latza,FC Schalke 04,6.52,22-23
Hannes Wolf,Borussia M'gladbach,6.51,22-23
Kenan Karaman,FC Schalke 04,6.5,22-23
Florent Mollet,FC Schalke 04,6.5,22-23
Thomas Kastanaras,VfB Stuttgart,6.5,22-23
Niklas Tauer,FC Schalke 04,6.5,22-23
Tymoteusz Puchacz,1. FC Union Berlin,6.5,22-23
Bouna Sarr,FC Bayern München,6.5,22-23
Joel Pohjanpalo,Bayer 04 Leverkusen,6.5,22-23
Dženan Pejčinović,VfL Wolfsburg,6.5,22-23
Timothée Kolodziejczak,FC Schalke 04,6.5,22-23
Eniss Shabani,1. FSV Mainz 05,6.5,22-23
Kimberly Ezekwem,SC Freiburg,6.5,22-23
Nathanaël Mbuku,FC Augsburg,6.5,22-23
Vladimír Darida,Hertha BSC,6.5,22-23
Robert Gumny,FC Augsburg,6.5,22-23
Stefan Lainer,Borussia M'gladbach,6.49,22-23
Lukas Petkov,FC Augsburg,6.48,22-23
Ondrej Duda,1. FC Köln,6.48,22-23
Irvin Cardona,FC Augsburg,6.47,22-23
Timothy Chandler,Eintracht Frankfurt,6.47,22-23
Agustín Rogel,Hertha BSC,6.47,22-23
Luca Kilian,1. FC Köln,6.46,22-23
Umut Tohumcu,TSG Hoffenheim,6.46,22-23
Eren Dinkçi,SV Werder Bremen,6.46,22-23
Leo Greiml,FC Schalke 04,6.45,22-23
Diadié Samassékou,TSG Hoffenheim,6.45,22-23
Noah Joel Sarenren Bazee,FC Augsburg,6.45,22-23
Peter Pekarík,Hertha BSC,6.45,22-23
Saidy Janko,VfL Bochum 1848,6.45,22-23
Karim Bellarabi,Bayer 04 Leverkusen,6.44,22-23
Ermin Bičakčić,TSG Hoffenheim,6.43,22-23
Thomas Delaney,TSG Hoffenheim,6.43,22-23
Raphael Framberger,FC Augsburg,6.43,22-23
Derry Scherhant,Hertha BSC,6.41,22-23
Kevin-Prince Boateng,Hertha BSC,6.4,22-23
Muhammed Damar,TSG Hoffenheim,6.4,22-23
Keke Topp,FC Schalke 04,6.4,22-23
Filip Kostić,Eintracht Frankfurt,6.4,22-23
Andrey Lunev,Bayer 04 Leverkusen,6.4,22-23
Justin Njinmah,Borussia Dortmund,6.4,22-23
Alou Kuol,VfB Stuttgart,6.4,22-23
Dario Gebuhr,Eintracht Frankfurt,6.4,22-23
Justin Diehl,1. FC Köln,6.4,22-23
Jannes Horn,VfL Bochum 1848,6.4,22-23
Myziane Maolida,Hertha BSC,6.4,22-23
Fisnik Asllani,TSG Hoffenheim,6.38,22-23
Robert Wagner,SC Freiburg,6.37,22-23
Marco Pašalić,Borussia Dortmund,6.3,22-23
Kingsley Ehizibue,1. FC Köln,6.3,22-23
Alexander Sørloth,RB Leipzig,6.3,22-23
Tim Oermann,VfL Bochum 1848,6.25,22-23
Felix Agu,SV Werder Bremen,6.23,22-23
Andreas Ivan,FC Schalke 04,6.1,22-23
Soumaila Coulibaly,Borussia Dortmund,6.1,22-23
Brajan Gruda,1. FSV Mainz 05,6.1,22-23
Jean-Manuel Mbom,SV Werder Bremen,6.1,22-23
Lukáš Ambros,VfL Wolfsburg,4.1,22-23
Stefan Posch,TSG Hoffenheim,3.0,22-23
Noah Mbamba,Bayer 04 Leverkusen,0.0,22-23
Rocco Reitz,Borussia M'gladbach,0.0,22-23
Ayman Azhil,Bayer 04 Leverkusen,0.0,22-23
Sanoussy Ba,RB Leipzig,0.0,22-23
Marcel Wenig,Eintracht Frankfurt,0.0,22-23
Dikeni Salifou,SV Werder Bremen,0.0,22-23
Joshua Quarshie,TSG Hoffenheim,0.0,22-23
Aaron Zehnter,FC Augsburg,0.0,22-23
Julian Eitschberger,Hertha BSC,0.0,22-23
Harry Kane,FC Bayern München,7.76,23-24
Alejandro Grimaldo,Bayer 04 Leverkusen,7.75,23-24
Serhou Guirassy,VfB Stuttgart,7.72,23-24
Xavi Simons,RB Leipzig,7.7,23-24
Deniz Undav,VfB Stuttgart,7.65,23-24
Leroy Sané,FC Bayern München,7.65,23-24
Florian Wirtz,Bayer 04 Leverkusen,7.63,23-24
Exequiel Palacios,Bayer 04 Leverkusen,7.6,23-24
Kevin Stöger,VfL Bochum 1848,7.6,23-24
Fabian Bredlow,VfB Stuttgart,7.6,23-24
Andrej Kramarić,TSG Hoffenheim,7.55,23-24
Miloš Pantović,1. FC Union Berlin,7.5,23-24
Matej Kovar,Bayer 04 Leverkusen,7.5,23-24
Granit Xhaka,Bayer 04 Leverkusen,7.49,23-24
Jamal Musiala,FC Bayern München,7.49,23-24
Jonas Hofmann,Bayer 04 Leverkusen,7.47,23-24
Joshua Kimmich,FC Bayern München,7.42,23-24
Leon Goretzka,FC Bayern München,7.41,23-24
Jan-Niklas Beste,1. FC Heidenheim,7.4,23-24
Alexander Schwolow,1. FC Union Berlin,7.4,23-24
Oliver Baumann,TSG Hoffenheim,7.38,23-24
David Raum,RB Leipzig,7.38,23-24
Tomáš Koubek,FC Augsburg,7.37,23-24
Nadiem Amiri,1. FSV Mainz 05,7.36,23-24
Victor Okoh Boniface,Bayer 04 Leverkusen,7.36,23-24
Loïs Openda,RB Leipzig,7.35,23-24
Nico Schlotterbeck,Borussia Dortmund,7.32,23-24
Angelo Stiller,VfB Stuttgart,7.32,23-24
Michael Zetterer,SV Werder Bremen,7.31,23-24
Marvin Ducksch,SV Werder Bremen,7.31,23-24
Noah Mbamba,Bayer 04 Leverkusen,7.3,23-24
Maximilian Mittelstädt,VfB Stuttgart,7.3,23-24
Kingsley Coman,FC Bayern München,7.27,23-24
Ian Maatsen,Borussia Dortmund,7.27,23-24
Jeremie Frimpong,Bayer 04 Leverkusen,7.27,23-24
Vincenzo Grifo,SC Freiburg,7.26,23-24
Omar Marmoush,Eintracht Frankfurt,7.25,23-24
Donyell Malen,Borussia Dortmund,7.24,23-24
Robin Gosens,1. FC Union Berlin,7.24,23-24
Franck Honorat,Borussia M'gladbach,7.24,23-24
Chris Führich,VfB Stuttgart,7.24,23-24
Thomas Müller,FC Bayern München,7.22,23-24
Jadon Sancho,Borussia Dortmund,7.22,23-24
Julian Brandt,Borussia Dortmund,7.21,23-24
Jonas Wind,VfL Wolfsburg,7.21,23-24
Moritz Nicolas,Borussia M'gladbach,7.21,23-24
Dani Olmo,RB Leipzig,7.21,23-24
Kevin Müller,1. FC Heidenheim,7.2,23-24
Josip Stanišić,Bayer 04 Leverkusen,7.2,23-24
Jens Grahl,Eintracht Frankfurt,7.2,23-24
Robert Andrich,Bayer 04 Leverkusen,7.2,23-24
Marco Reus,Borussia Dortmund,7.19,23-24
Amadou Haidara,RB Leipzig,7.19,23-24
Gregor Kobel,Borussia Dortmund,7.19,23-24
Jonas Omlin,Borussia M'gladbach,7.19,23-24
Manuel Riemann,VfL Bochum 1848,7.18,23-24
Serge Gnabry,FC Bayern München,7.18,23-24
Ermedin Demirović,FC Augsburg,7.17,23-24
Frederik Rønnow,1. FC Union Berlin,7.17,23-24
Jonathan Tah,Bayer 04 Leverkusen,7.17,23-24
Edmond Tapsoba,Bayer 04 Leverkusen,7.16,23-24
Min-jae Kim,FC Bayern München,7.16,23-24
Keven Schlotterbeck,VfL Bochum 1848,7.15,23-24
Daniel Batz,1. FSV Mainz 05,7.15,23-24
Sepp van den Berg,1. FSV Mainz 05,7.15,23-24
Anton Stach,TSG Hoffenheim,7.14,23-24
Waldemar Anton,VfB Stuttgart,7.13,23-24
Farès Chaïbi,Eintracht Frankfurt,7.13,23-24
Maximilian Beier,TSG Hoffenheim,7.13,23-24
Marcel Schuhen,Darmstadt 98,7.12,23-24
Xaver Schlager,RB Leipzig,7.12,23-24
Marcel Sabitzer,Borussia Dortmund,7.12,23-24
Piero Hincapié,Bayer 04 Leverkusen,7.12,23-24
Finn Dahmen,FC Augsburg,7.12,23-24
Benjamin Henrichs,RB Leipzig,7.11,23-24
Wout Weghorst,TSG Hoffenheim,7.11,23-24
Atakan Karazor,VfB Stuttgart,7.11,23-24
Alassane Pléa,Borussia M'gladbach,7.1,23-24
Alphonso Davies,FC Bayern München,7.1,23-24
Niclas Füllkrug,Borussia Dortmund,7.1,23-24
Maximilian Arnold,VfL Wolfsburg,7.1,23-24
Christian Kühlwetter,1. FC Heidenheim,7.1,23-24
Kjell Wätjen,Borussia Dortmund,7.1,23-24
Enzo Millot,VfB Stuttgart,7.09,23-24
Emre Can,Borussia Dortmund,7.09,23-24
Dan-Axel Zagadou,VfB Stuttgart,7.09,23-24
Julian Chabot,1. FC Köln,7.09,23-24
Odilon Kossounou,Bayer 04 Leverkusen,7.08,23-24
Hugo Ekitiké,Eintracht Frankfurt,7.08,23-24
Amine Adli,Bayer 04 Leverkusen,7.08,23-24
Arthur,Bayer 04 Leverkusen,7.08,23-24
Hiroki Ito,VfB Stuttgart,7.07,23-24
Péter Gulácsi,RB Leipzig,7.07,23-24
Aleksandar Pavlović,FC Bayern München,7.07,23-24
Willi Orbán,RB Leipzig,7.06,23-24
Raphaël Guerreiro,FC Bayern München,7.06,23-24
Ramy Bensebaini,Borussia Dortmund,7.06,23-24
Mitchell Weiser,SV Werder Bremen,7.06,23-24
Marco Friedl,SV Werder Bremen,7.05,23-24
Tim Kleindienst,1. FC Heidenheim,7.05,23-24
Mats Hummels,Borussia Dortmund,7.05,23-24
Danilho Doekhi,1. FC Union Berlin,7.05,23-24
Noussair Mazraoui,FC Bayern München,7.05,23-24
Patrick Mainka,1. FC Heidenheim,7.05,23-24
Mohamed Simakan,RB Leipzig,7.04,23-24
Lukáš Hrádecký,Bayer 04 Leverkusen,7.04,23-24
Skelly Alvero,SV Werder Bremen,7.04,23-24
Robin Hack,Borussia M'gladbach,7.03,23-24
Alexander Nübel,VfB Stuttgart,7.03,23-24
Julian Weigl,Borussia M'gladbach,7.03,23-24
Jae-sung Lee,1. FSV Mainz 05,7.03,23-24
Timo Hübers,1. FC Köln,7.03,23-24
Alexander Meyer,Borussia Dortmund,7.03,23-24
Eric Dier,FC Bayern München,7.02,23-24
Pascal Stenzel,VfB Stuttgart,7.02,23-24
Brajan Gruda,1. FSV Mainz 05,7.02,23-24
Florian Grillitsch,TSG Hoffenheim,7.01,23-24
Rocco Reitz,Borussia M'gladbach,7.01,23-24
Maximilian Wöber,Borussia M'gladbach,7.0,23-24
Koen Casteels,VfL Wolfsburg,7.0,23-24
Lucas Höler,SC Freiburg,7.0,23-24
Leandro Barreiro,1. FSV Mainz 05,7.0,23-24
Niklas Süle,Borussia Dortmund,6.99,23-24
Marvin Mehlem,Darmstadt 98,6.99,23-24
Noah Atubolu,SC Freiburg,6.99,23-24
Florian Kainz,1. FC Köln,6.98,23-24
Tim Skarke,Darmstadt 98,6.98,23-24
Mathys Tel,FC Bayern München,6.98,23-24
Kevin Behrens,VfL Wolfsburg,6.98,23-24
Michael Gregoritsch,SC Freiburg,6.98,23-24
Arne Maier,FC Augsburg,6.98,23-24
Robin Zentner,1. FSV Mainz 05,6.98,23-24
Konrad Laimer,FC Bayern München,6.98,23-24
Mattias Svanberg,VfL Wolfsburg,6.98,23-24
Amos Pieper,SV Werder Bremen,6.97,23-24
Jeffrey Gouweleeuw,FC Augsburg,6.97,23-24
Patrik Schick,Bayer 04 Leverkusen,6.97,23-24
Benjamin Šeško,RB Leipzig,6.97,23-24
Ozan Kabak,TSG Hoffenheim,6.96,23-24
Philipp Hofmann,VfL Bochum 1848,6.96,23-24
Pavel Kadeřábek,TSG Hoffenheim,6.96,23-24
Bernardo,VfL Bochum 1848,6.96,23-24
Julian Ryerson,Borussia Dortmund,6.96,23-24
Dayot Upamecano,FC Bayern München,6.96,23-24
Mario Götze,Eintracht Frankfurt,6.95,23-24
Tuta,Eintracht Frankfurt,6.95,23-24
Matthijs de Ligt,FC Bayern München,6.95,23-24
Ellyes Skhiri,Eintracht Frankfurt,6.95,23-24
Nathan Tella,Bayer 04 Leverkusen,6.95,23-24
Eric Martel,1. FC Köln,6.95,23-24
Mateu Morey,Borussia Dortmund,6.95,23-24
Willian Pacho,Eintracht Frankfurt,6.95,23-24
Marvin Schwäbe,1. FC Köln,6.95,23-24
Davie Selke,1. FC Köln,6.94,23-24
Anthony Caci,1. FSV Mainz 05,6.94,23-24
Nico Elvedi,Borussia M'gladbach,6.94,23-24
Saša Kalajdžić,Eintracht Frankfurt,6.94,23-24
Iago Borduchi,FC Augsburg,6.94,23-24
Manuel Neuer,FC Bayern München,6.94,23-24
Josip Juranović,1. FC Union Berlin,6.94,23-24
Lovro Majer,VfL Wolfsburg,6.94,23-24
Ritsu Doan,SC Freiburg,6.94,23-24
Felix Uduokhai,FC Augsburg,6.94,23-24
Jonathan Burkardt,1. FSV Mainz 05,6.93,23-24
Phillip Tietz,FC Augsburg,6.93,23-24
Maxence Lacroix,VfL Wolfsburg,6.93,23-24
Maximilian Wittek,VfL Bochum 1848,6.93,23-24
Janis Blaswich,RB Leipzig,6.93,23-24
Kevin Trapp,Eintracht Frankfurt,6.93,23-24
Romano Schmid,SV Werder Bremen,6.93,23-24
Junior Dina Ebimbe,Eintracht Frankfurt,6.93,23-24
Ihlas Bebou,TSG Hoffenheim,6.93,23-24
Fredrik Jensen,FC Augsburg,6.92,23-24
Matthias Ginter,SC Freiburg,6.92,23-24
Robert Skov,TSG Hoffenheim,6.92,23-24
Philipp Lienhart,SC Freiburg,6.91,23-24
Ko Itakura,Borussia M'gladbach,6.91,23-24
Fabian Nürnberger,Darmstadt 98,6.91,23-24
Eren Dinkçi,1. FC Heidenheim,6.91,23-24
Jens Stage,SV Werder Bremen,6.91,23-24
Justin Njinmah,SV Werder Bremen,6.9,23-24
Robin Koch,Eintracht Frankfurt,6.9,23-24
Florian Neuhaus,Borussia M'gladbach,6.9,23-24
Joakim Mæhle,VfL Wolfsburg,6.9,23-24
Castello Lukeba,RB Leipzig,6.9,23-24
Lukas Nmecha,VfL Wolfsburg,6.9,23-24
Antonios Papadopoulos,Borussia Dortmund,6.9,23-24
Danilo Soares,VfL Bochum 1848,6.9,23-24
Luca Waldschmidt,1. FC Köln,6.9,23-24
Kevin Paredes,VfL Wolfsburg,6.89,23-24
Karim Onisiwo,1. FSV Mainz 05,6.89,23-24
Ivan Ordets,VfL Bochum 1848,6.89,23-24
Luca Pfeiffer,Darmstadt 98,6.89,23-24
Maximilian Eggestein,SC Freiburg,6.88,23-24
Diogo Leite,1. FC Union Berlin,6.88,23-24
Roland Sallai,SC Freiburg,6.88,23-24
Anthony Jung,SV Werder Bremen,6.88,23-24
Adam Hložek,Bayer 04 Leverkusen,6.87,23-24
Kevin Vogt,1. FC Union Berlin,6.87,23-24
Philipp Max,Eintracht Frankfurt,6.87,23-24
Ruben Vargas,FC Augsburg,6.86,23-24
Grischa Prömel,TSG Hoffenheim,6.86,23-24
Nicolas Höfler,SC Freiburg,6.86,23-24
Lukas Kübler,SC Freiburg,6.86,23-24
Christopher Antwi-Adjei,VfL Bochum 1848,6.86,23-24
Felix Nmecha,Borussia Dortmund,6.86,23-24
Phillipp Mwene,1. FSV Mainz 05,6.86,23-24
Kristijan Jakić,FC Augsburg,6.86,23-24
Sheraldo Becker,1. FC Union Berlin,6.85,23-24
Jamie Bynoe-Gittens,Borussia Dortmund,6.85,23-24
Patrick Osterhage,VfL Bochum 1848,6.85,23-24
Silvan Widmer,1. FSV Mainz 05,6.85,23-24
Dejan Ljubičić,1. FC Köln,6.85,23-24
Samuel Bamba,Borussia Dortmund,6.85,23-24
Lukas Klostermann,RB Leipzig,6.85,23-24
Miloš Veljković,SV Werder Bremen,6.84,23-24
Ridle Baku,VfL Wolfsburg,6.84,23-24
Jan Schöppner,1. FC Heidenheim,6.84,23-24
Giovanni Reyna,Borussia Dortmund,6.84,23-24
Josha Vagnoman,VfB Stuttgart,6.84,23-24
Tobias Kempe,Darmstadt 98,6.84,23-24
Niklas Stark,SV Werder Bremen,6.84,23-24
Manu Koné,Borussia M'gladbach,6.84,23-24
Niels Nkounkou,Eintracht Frankfurt,6.84,23-24
Silas Katompa Mvumpa,VfB Stuttgart,6.83,23-24
Max Finkgrafe,1. FC Köln,6.83,23-24
Josuha Guilavogui,1. FSV Mainz 05,6.83,23-24
Marvin Pieringer,1. FC Heidenheim,6.83,23-24
Dominik Kohr,1. FSV Mainz 05,6.83,23-24
John Brooks,TSG Hoffenheim,6.83,23-24
Jiří Pavlenka,SV Werder Bremen,6.83,23-24
Christopher Trimmel,1. FC Union Berlin,6.83,23-24
Christian Günter,SC Freiburg,6.83,23-24
Felix Agu,SV Werder Bremen,6.83,23-24
Kevin Akpoguma,TSG Hoffenheim,6.83,23-24
Julian Justvan,Darmstadt 98,6.82,23-24
Julián Malatini,SV Werder Bremen,6.82,23-24
Eric Maxim Choupo-Moting,FC Bayern München,6.82,23-24
Robin Knoche,1. FC Union Berlin,6.82,23-24
Yussuf Poulsen,RB Leipzig,6.82,23-24
Rafael Borré,SV Werder Bremen,6.82,23-24
Nick Woltemade,SV Werder Bremen,6.82,23-24
Marco Richter,1. FSV Mainz 05,6.82,23-24
Ansgar Knauff,Eintracht Frankfurt,6.82,23-24
Anthony Losilla,VfL Bochum 1848,6.82,23-24
Anthony Rouault,VfB Stuttgart,6.82,23-24
Yorbe Vertessen,1. FC Union Berlin,6.82,23-24
Senne Lynen,SV Werder Bremen,6.81,23-24
Jordan Siebatcheu,Borussia M'gladbach,6.81,23-24
Yannik Keitel,SC Freiburg,6.81,23-24
Gonçalo Paciência,VfL Bochum 1848,6.81,23-24
Woo-Yeong Jeong,VfB Stuttgart,6.8,23-24
Kevin Kampl,RB Leipzig,6.8,23-24
Anwar El Ghazi,1. FSV Mainz 05,6.8,23-24
Frans Krätzig,FC Bayern München,6.8,23-24
Ryan Gravenberch,FC Bayern München,6.8,23-24
Hendry Blank,Borussia Dortmund,6.8,23-24
Samuele Di Benedetto,VfB Stuttgart,6.8,23-24
Yvandro Borges Sanches,Borussia M'gladbach,6.8,23-24
Youssoufa Moukoko,Borussia Dortmund,6.8,23-24
Jamie Leweling,VfB Stuttgart,6.79,23-24
Luca Netz,Borussia M'gladbach,6.79,23-24
Mads Pedersen,FC Augsburg,6.79,23-24
Yannick Gerhardt,VfL Wolfsburg,6.79,23-24
Olivier Deman,SV Werder Bremen,6.79,23-24
Christoph Baumgartner,RB Leipzig,6.79,23-24
Hrvoje Smolčić,Eintracht Frankfurt,6.79,23-24
Steffen Tigges,1. FC Köln,6.78,23-24
Benedikt Gimber,1. FC Heidenheim,6.78,23-24
András Schäfer,1. FC Union Berlin,6.78,23-24
Marius Bülter,TSG Hoffenheim,6.78,23-24
Moritz Jenz,VfL Wolfsburg,6.78,23-24
Manuel Gulde,SC Freiburg,6.78,23-24
Edimilson Fernandes,1. FSV Mainz 05,6.78,23-24
Timothy Chandler,Eintracht Frankfurt,6.78,23-24
Thomas Meunier,Borussia Dortmund,6.78,23-24
Aissa Laïdouni,1. FC Union Berlin,6.77,23-24
Arne Engels,FC Augsburg,6.77,23-24
Jan Thielmann,1. FC Köln,6.77,23-24
Elvis Rexhbeçaj,FC Augsburg,6.77,23-24
Gustavo Puerta,Bayer 04 Leverkusen,6.77,23-24
Salih Özcan,Borussia Dortmund,6.77,23-24
Emir Karić,Darmstadt 98,6.76,23-24
Leonardo Bittencourt,SV Werder Bremen,6.76,23-24
Norman Theuerkauf,1. FC Heidenheim,6.76,23-24
Andreas Hanche-Olsen,1. FSV Mainz 05,6.76,23-24
Bryan Zaragoza,FC Bayern München,6.76,23-24
Patrick Herrmann,Borussia M'gladbach,6.76,23-24
Florent Muslija,SC Freiburg,6.76,23-24
Fabian Holland,Darmstadt 98,6.75,23-24
Takuma Asano,VfL Bochum 1848,6.75,23-24
Niklas Dorsch,FC Augsburg,6.75,23-24
Hugo Larsson,Eintracht Frankfurt,6.74,23-24
Václav Černý,VfL Wolfsburg,6.74,23-24
Kevin Sessa,1. FC Heidenheim,6.74,23-24
Oscar Vilhelmsson,Darmstadt 98,6.74,23-24
Mahmoud Dahoud,VfB Stuttgart,6.74,23-24
Nathan N'Goumou,Borussia M'gladbach,6.74,23-24
Kevin Mbabu,FC Augsburg,6.74,23-24
Clemens Riedel,Darmstadt 98,6.74,23-24
Kiliann Sildillia,SC Freiburg,6.74,23-24
Matthias Bader,Darmstadt 98,6.73,23-24
Maxim Leitsch,1. FSV Mainz 05,6.73,23-24
Lucas Tousart,1. FC Union Berlin,6.73,23-24
Philipp Förster,VfL Bochum 1848,6.73,23-24
Sebastiaan Bornauw,VfL Wolfsburg,6.73,23-24
Danny da Costa,1. FSV Mainz 05,6.73,23-24
Kevin Volland,1. FC Union Berlin,6.72,23-24
Aster Vranckx,VfL Wolfsburg,6.72,23-24
Sebastian Polter,Darmstadt 98,6.72,23-24
Emil Forsberg,RB Leipzig,6.72,23-24
Aurélio Buta,Eintracht Frankfurt,6.72,23-24
Aaron Seydel,Darmstadt 98,6.72,23-24
Sargis Adamyan,1. FC Köln,6.72,23-24
Leonidas Stergiou,VfB Stuttgart,6.71,23-24
Tomáš Čvančara,Borussia M'gladbach,6.71,23-24
Cedric Zesiger,VfL Wolfsburg,6.71,23-24
Sven Ulreich,FC Bayern München,6.71,23-24
Dion Drena Beljo,FC Augsburg,6.71,23-24
Janik Haberer,1. FC Union Berlin,6.7,23-24
Noah Weißhaupt,SC Freiburg,6.7,23-24
Tom Krauß,1. FSV Mainz 05,6.7,23-24
Tom Bischof,TSG Hoffenheim,6.7,23-24
Patric Pfeiffer,FC Augsburg,6.7,23-24
Benno Schmitz,1. FC Köln,6.7,23-24
